40 200
32 38 59
34 26 5
6 12 92
23 13 48
5 17 57
33 10 44
30 26 52
29 31 84
31 4 86
11 4 31
6 17 78
13 29 43
26 16 33
14 34 55
21 15 77
4 0 50
24 4 6
16 20 90
12 15 57
17 30 64
34 5 60
12 28 62
37 6 61
22 18 11
29 14 14
11 26 74
14 7 5
20 30 12
39 2 77
24 14 4
5 0 40
21 21 38
31 38 74
27 38 60
24 5 88
4 19 70
30 6 71
3 10 6
31 9 94
34 2 97
20 39 5
13 17 70
8 37 67
5 4 37
8 34 82
25 21 99
35 37 99
11 9 3
39 10 13
1 31 32
25 31 79
23 36 56
37 34 50
14 11 34
15 17 55
2 0 28
27 38 41
23 22 68
31 20 50
2 12 72
24 21 92
39 10 40
21 13 78
31 27 73
28 1 93
12 16 86
16 35 54
38 25 61
32 6 21
39 2 44
5 36 9
29 17 11
24 27 3
35 1 40
32 11 90
12 4 37
31 0 24
32 36 73
14 16 75
3 24 31
6 2 86
4 8 48
30 37 42
18 19 97
9 18 12
39 33 58
38 16 20
6 34 60
15 19 98
6 28 73
17 23 47
37 36 69
24 29 44
11 0 9
25 10 63
10 26 35
9 26 100
27 22 33
7 39 41
5 13 90
2 24 92
0 8 13
7 5 99
17 32 36
23 17 10
26 11 48
26 5 38
13 20 16
6 3 50
28 27 20
12 25 96
31 2 59
29 28 32
35 2 33
31 24 51
37 12 28
9 24 22
29 36 14
31 12 83
18 2 62
22 8 81
6 5 89
12 2 100
8 39 99
28 36 77
18 24 88
29 30 3
18 17 15
25 21 40
17 20 96
15 1 99
17 26 38
16 39 61
21 9 51
34 14 11
19 27 53
24 2 32
31 7 42
39 17 76
25 5 91
35 3 71
21 14 17
1 4 100
18 2 54
21 32 88
29 22 82
9 13 11
21 18 83
32 23 27
14 4 36
13 21 2
35 11 16
29 38 64
23 28 4
11 0 87
23 6 61
5 38 99
7 18 52
13 2 19
8 7 16
7 19 33
15 25 87
35 3 95
29 27 36
6 6 15
36 32 78
27 26 58
2 31 30
21 5 53
15 28 95
27 4 93
15 10 97
12 36 26
0 14 64
36 8 41
31 20 84
10 12 66
5 19 11
2 17 10
14 39 72
2 20 44
23 1 79
32 32 81
19 4 80
1 20 81
20 39 2
18 12 26
33 18 54
38 28 99
23 19 2
5 36 78
16 12 22
6 23 24
28 15 97
34 11 42
7 37 56
25 2 29
28 38 95
33 12 8
4 2 40
