60 300
7 10 31
38 4 77
33 19 13
28 30 54
26 18 65
32 3 55
52 41 17
47 36 87
34 34 96
18 23 17
15 0 77
17 14 83
33 20 87
39 17 75
18 50 80
22 27 86
35 20 93
22 1 91
56 51 24
40 30 83
59 0 92
51 57 69
31 1 4
14 57 22
55 12 22
5 25 35
8 5 6
37 38 1
49 29 52
30 4 100
45 34 76
23 20 81
41 51 48
48 25 17
5 31 62
37 1 30
7 3 89
43 52 1
22 0 64
26 36 41
49 58 39
51 5 12
19 1 26
27 22 21
41 19 7
34 47 67
52 25 85
0 2 17
56 46 31
25 57 75
13 19 74
43 48 82
35 29 40
6 9 66
23 2 31
5 20 57
40 4 31
46 54 25
9 21 52
28 8 59
24 4 23
29 16 25
41 56 47
11 25 91
44 2 26
51 34 94
30 9 80
44 14 77
47 1 82
1 52 1
47 6 87
48 38 62
59 43 64
27 11 61
19 40 99
0 46 85
39 35 31
51 7 62
56 7 75
7 54 31
5 26 48
50 55 33
38 56 62
33 37 3
18 30 95
49 47 28
4 9 9
43 59 92
34 45 67
31 53 62
4 54 72
43 44 75
16 12 18
28 15 41
43 20 69
59 43 64
38 57 66
33 42 90
59 39 99
19 18 59
31 39 37
10 8 79
8 41 46
7 35 72
6 3 22
47 33 29
59 55 69
24 57 38
29 16 14
21 52 62
43 18 82
46 23 57
11 13 55
3 8 50
14 52 18
56 17 15
5 58 33
48 16 57
42 9 97
15 37 29
43 2 53
44 59 51
24 51 78
14 44 29
11 19 95
59 7 5
45 0 25
4 48 79
59 52 82
7 13 91
54 10 21
38 30 46
24 36 57
10 14 85
4 8 24
11 55 20
22 45 51
28 1 65
58 58 65
3 17 99
17 39 47
44 2 45
17 45 35
54 50 45
43 12 14
7 20 30
51 37 68
47 50 63
43 10 19
49 15 71
9 31 47
17 30 40
43 0 84
59 56 49
33 38 31
14 5 85
24 5 96
14 5 13
40 26 64
38 40 45
23 28 30
17 14 61
9 54 40
56 24 95
33 1 89
33 36 46
34 11 50
48 40 27
18 19 54
25 10 20
31 38 68
23 1 33
44 4 79
36 27 86
53 48 7
32 28 67
33 38 94
34 14 47
37 4 42
12 27 87
1 23 93
11 14 75
8 34 26
20 56 66
14 0 26
23 59 77
58 25 13
5 50 81
36 19 16
18 51 94
15 47 10
37 59 71
50 57 32
5 15 64
57 14 87
59 31 25
28 53 28
34 31 44
10 7 82
33 53 28
4 39 70
23 48 65
17 2 34
54 30 16
20 29 75
50 59 29
24 4 71
0 7 91
30 59 68
41 51 91
9 30 18
13 15 62
50 22 73
14 9 50
54 51 54
46 15 89
41 51 48
45 28 75
51 39 21
47 40 99
40 26 66
30 25 42
21 4 34
54 23 33
20 29 86
8 58 56
3 29 82
12 33 28
31 51 33
2 7 48
22 13 89
4 59 18
18 15 12
43 6 98
56 24 50
55 13 5
11 41 74
30 44 92
54 31 54
16 13 44
12 41 99
52 3 90
3 33 21
23 51 84
28 42 85
0 47 24
21 27 33
18 14 97
9 44 82
27 33 42
43 1 33
42 26 36
27 27 23
52 35 71
19 32 73
13 18 85
46 0 6
53 50 68
44 46 5
46 0 41
13 30 94
56 41 89
12 45 98
25 46 12
11 29 75
57 41 21
22 31 33
54 24 76
36 40 20
3 23 35
43 32 94
59 43 88
56 12 8
43 41 82
8 0 68
4 42 18
41 49 14
46 11 36
14 22 71
16 50 97
55 48 93
36 9 70
18 8 56
16 54 15
27 7 84
46 42 57
35 12 90
34 14 58
26 46 55
32 23 82
28 19 28
38 21 6
28 49 78
20 34 79
23 23 81
15 12 81
32 45 61
19 5 86
20 50 24
33 4 43
