70 350
33 21 43
52 44 35
4 60 73
51 24 26
69 50 62
48 30 20
68 8 38
26 17 70
27 52 63
47 68 85
55 55 73
9 66 66
21 17 88
21 12 51
47 63 61
69 68 63
52 53 32
64 30 100
23 32 50
20 57 75
44 4 29
13 65 92
59 23 51
30 31 98
42 47 27
22 21 88
69 34 6
69 63 7
9 1 63
45 25 84
24 28 41
8 40 48
19 28 42
34 43 57
19 36 82
16 5 33
64 52 73
21 32 75
39 60 81
32 22 74
14 32 2
5 4 34
4 9 79
66 42 54
9 54 34
27 64 98
28 32 17
44 34 95
45 6 13
38 62 63
30 65 31
59 67 92
50 25 21
66 18 24
10 23 54
47 28 57
36 55 86
24 69 46
52 33 86
14 33 31
20 24 100
9 69 58
2 61 71
52 52 16
50 26 5
56 36 48
3 53 87
25 9 58
38 57 4
1 62 51
2 31 31
29 68 55
1 9 73
23 19 27
31 11 15
10 66 33
53 14 78
58 12 12
57 18 13
16 1 54
49 9 52
68 14 44
58 57 27
51 63 20
6 14 60
55 20 15
32 46 40
15 49 95
65 32 93
22 40 92
64 31 1
20 59 68
1 57 87
29 25 25
33 22 16
69 66 14
6 40 48
48 56 54
57 66 45
35 15 20
1 9 42
26 1 41
55 61 13
3 63 82
22 2 47
15 54 72
13 54 76
61 19 6
33 38 87
53 3 62
62 11 46
56 66 63
24 56 45
35 29 10
67 15 66
13 67 15
23 29 47
2 34 48
22 56 40
28 64 70
13 11 42
9 26 15
16 27 98
31 17 45
53 8 61
67 47 78
53 19 5
69 33 58
44 15 48
68 69 38
30 43 11
27 60 34
20 47 73
48 8 16
24 3 69
66 40 78
21 9 14
18 26 15
30 8 31
35 65 86
39 35 81
29 31 5
54 11 14
31 60 33
42 17 43
2 67 62
37 22 25
47 4 100
43 25 100
24 28 3
0 35 27
69 63 61
31 8 54
25 13 28
15 64 37
29 55 54
51 25 1
67 29 56
52 18 82
55 2 6
40 44 25
49 64 38
31 63 84
51 24 35
37 46 19
67 11 40
8 65 42
23 6 60
44 32 64
16 15 9
10 66 47
24 19 70
17 41 1
44 3 69
3 53 85
54 24 19
3 63 62
1 56 70
19 35 17
23 56 45
29 6 94
47 3 83
39 30 29
15 16 74
32 8 29
32 66 72
47 59 72
11 58 97
56 25 51
24 21 56
16 50 75
40 39 47
4 40 11
14 46 48
43 43 12
1 15 99
44 2 28
12 22 26
9 1 44
34 0 10
28 37 63
19 67 89
38 61 29
32 25 60
61 3 22
67 65 43
34 12 7
14 48 38
69 14 8
33 5 82
21 53 38
47 14 82
50 40 11
10 36 14
61 57 89
49 23 50
7 41 77
56 38 44
2 60 21
28 65 69
12 13 61
62 13 72
13 9 70
42 52 20
62 23 39
21 60 68
54 31 82
26 20 63
11 3 91
53 37 96
20 41 60
2 42 32
1 61 93
7 41 70
14 65 44
45 29 5
30 44 47
18 28 66
19 9 91
59 26 45
37 33 66
62 40 26
53 41 17
47 5 24
12 68 44
16 2 96
40 2 69
15 58 24
7 10 81
64 28 28
67 36 77
8 67 23
68 39 100
40 6 8
1 34 11
31 47 80
53 37 32
29 26 99
64 67 55
33 68 34
15 51 39
3 22 36
36 52 45
67 23 21
57 66 15
16 1 18
39 10 38
66 32 15
8 25 10
54 52 35
15 30 54
11 41 25
22 37 2
32 39 59
62 20 8
13 11 6
45 25 47
29 7 13
41 11 32
1 34 18
30 53 29
8 60 84
31 65 30
13 45 32
59 5 2
62 14 25
67 37 79
47 23 14
33 22 94
19 47 41
58 4 25
33 1 15
38 49 21
50 8 44
0 3 46
53 15 92
53 39 69
62 24 21
65 6 22
18 24 39
10 6 94
58 67 10
52 2 4
34 48 53
15 47 23
68 69 49
15 58 4
24 48 95
3 66 85
2 48 92
2 22 98
12 26 10
68 44 94
36 51 98
53 50 91
25 6 2
47 16 34
65 27 17
26 33 22
51 2 10
3 8 90
63 30 60
27 4 9
44 28 20
65 29 37
31 0 37
15 37 74
51 65 6
56 28 23
0 53 72
55 41 56
63 1 29
35 67 27
20 10 61
57 47 10
35 3 90
55 36 29
37 9 19
42 68 87
21 35 26
48 23 43
11 55 39
9 45 68
61 44 16
51 52 43
46 19 42
59 3 89
56 26 39
52 32 99
24 14 18
