500 2500
282 41 57
190 359 74
215 411 95
229 170 7
438 61 42
210 383 40
461 454 94
454 435 16
179 74 83
88 30 34
438 316 72
89 350 7
87 280 39
346 151 83
16 355 70
178 185 73
403 342 52
271 396 71
9 349 51
252 26 41
246 242 88
255 144 36
18 135 58
337 426 95
29 99 54
499 292 59
335 94 90
362 153 80
108 218 20
426 246 35
469 107 20
448 436 89
160 305 90
5 212 10
52 168 59
65 93 24
186 184 55
114 327 82
182 81 32
140 340 56
149 190 87
47 200 37
161 367 84
270 255 6
310 389 97
498 266 84
448 446 38
53 416 23
74 486 98
122 477 1
245 129 28
340 419 54
17 10 66
161 303 12
304 287 21
394 293 37
93 155 86
332 362 53
26 18 61
166 178 68
361 352 18
217 484 77
1 27 46
41 118 25
432 247 82
232 216 39
47 481 6
494 414 17
176 329 74
263 77 4
434 463 6
72 200 41
17 33 96
382 221 6
388 257 54
199 389 31
282 161 73
336 134 71
316 295 66
410 474 31
447 483 30
495 339 24
405 395 67
380 254 67
37 78 15
265 113 38
206 68 58
2 88 36
186 266 5
226 79 88
372 231 11
274 197 84
449 158 23
455 370 98
138 19 24
232 390 66
26 447 5
75 294 51
454 132 17
39 446 41
350 68 74
110 449 37
456 67 57
153 247 70
206 0 99
363 74 92
180 405 61
391 394 56
219 180 24
314 330 54
326 469 46
211 78 72
425 50 49
157 493 9
43 497 94
139 1 1
219 386 75
422 292 36
152 99 3
483 393 42
424 275 1
460 78 63
265 440 3
233 35 14
125 218 77
323 209 79
122 87 4
249 488 6
488 477 47
239 198 93
384 58 98
70 6 61
4 179 50
80 450 76
174 50 91
314 41 56
472 159 34
145 335 26
29 289 40
83 88 46
287 200 74
475 328 26
4 301 38
66 33 25
64 333 41
386 469 63
486 337 18
419 212 16
194 434 87
408 316 8
309 442 7
249 349 11
327 469 90
18 32 43
333 436 22
399 335 32
375 274 22
245 465 2
75 93 24
440 268 3
329 371 36
185 54 27
274 359 15
334 18 70
441 403 62
185 64 42
266 51 58
293 149 15
196 467 23
245 251 77
426 193 77
383 313 8
34 209 46
279 173 1
122 293 82
246 437 72
80 111 6
239 434 52
466 283 16
63 340 47
253 412 77
167 474 28
108 100 38
96 194 80
494 24 96
39 225 32
55 99 69
115 492 21
277 34 83
307 260 67
294 298 31
279 292 90
112 193 45
209 243 18
109 405 3
254 451 41
389 58 85
93 473 47
214 101 87
415 344 29
240 47 71
477 9 21
496 88 2
198 42 3
84 89 49
337 489 49
71 362 95
78 169 6
386 150 48
114 76 90
379 327 1
318 334 98
215 111 46
258 179 62
335 265 51
406 210 51
194 431 64
315 44 21
229 140 67
199 91 67
71 112 26
90 348 75
157 377 20
97 179 47
74 367 99
236 406 2
210 413 30
396 124 22
69 74 5
233 483 21
188 193 72
12 148 52
0 427 65
492 353 85
496 129 64
187 475 9
290 25 98
399 362 79
249 297 45
202 328 80
445 348 43
44 153 52
28 202 74
393 116 93
394 93 52
262 426 47
19 425 63
136 40 84
221 481 37
88 386 4
46 115 38
461 40 66
247 205 63
491 133 78
207 227 86
163 490 20
224 207 19
311 478 36
425 188 65
229 375 3
477 279 84
333 9 81
127 293 35
98 341 14
474 115 18
253 279 58
213 487 83
139 337 16
215 335 36
346 231 19
406 89 1
130 193 67
386 356 65
368 441 86
496 62 90
87 171 99
14 39 58
285 13 33
191 116 13
347 471 11
143 373 62
383 358 98
438 347 62
227 272 80
413 489 59
42 306 17
411 260 30
360 495 55
375 426 70
357 113 29
458 351 11
108 180 66
297 149 58
403 255 22
48 478 49
457 337 89
444 249 70
120 339 32
187 54 39
97 48 61
207 483 77
409 378 65
390 214 49
249 129 24
442 150 4
121 378 63
249 392 91
238 135 38
399 351 97
36 15 65
352 426 45
411 189 79
404 306 70
469 179 51
167 77 70
163 205 66
469 413 76
87 80 96
480 227 61
462 380 63
478 52 80
187 231 15
55 153 49
160 124 11
449 21 61
93 64 76
276 2 83
461 160 44
247 31 73
173 256 38
297 116 1
253 372 74
188 143 46
2 145 90
473 419 8
17 207 10
128 92 61
320 168 34
91 474 29
395 161 37
489 13 32
13 240 74
321 6 91
355 470 60
240 276 60
207 125 96
492 10 55
348 9 23
287 330 11
9 103 40
211 394 100
181 271 19
61 478 56
314 125 61
48 440 85
67 445 73
473 83 14
355 277 38
315 416 11
70 208 91
455 297 20
229 330 92
281 400 67
412 266 27
330 141 26
407 466 66
415 259 93
163 107 87
381 465 3
214 461 14
61 333 16
279 201 59
252 400 71
359 112 4
48 378 56
161 10 4
270 20 69
64 315 49
473 338 33
292 84 37
200 82 33
281 435 17
208 418 100
347 321 7
288 409 40
172 240 89
408 440 62
373 172 56
444 417 32
435 487 66
397 61 27
310 61 79
234 79 89
248 250 14
67 354 70
415 107 24
32 337 49
0 259 25
71 446 82
340 490 11
42 380 68
50 49 8
269 25 79
401 18 95
452 387 39
124 403 43
11 409 47
385 459 49
2 410 27
143 245 91
451 319 61
420 63 86
329 165 18
103 44 62
222 220 43
113 205 22
443 121 61
457 241 35
485 424 98
495 169 42
188 486 93
478 123 92
399 379 6
29 87 62
66 33 84
387 132 76
42 451 54
144 336 22
369 469 75
182 472 46
281 123 44
203 64 41
222 451 73
216 258 52
436 346 51
301 234 63
197 415 98
89 78 35
202 492 33
188 12 88
111 250 84
491 432 90
208 300 40
245 119 54
175 229 81
153 127 80
341 427 89
379 416 15
159 394 13
319 113 65
19 395 50
130 195 40
2 12 78
241 338 52
35 83 66
2 314 84
243 116 95
190 59 58
360 198 10
7 309 97
276 362 47
165 280 33
370 127 66
164 5 91
468 292 67
335 176 41
175 156 85
25 34 60
496 458 12
31 384 10
362 363 27
494 349 72
205 331 54
340 487 52
226 261 97
330 327 43
8 392 77
74 212 99
381 448 3
130 67 15
127 154 32
112 110 51
466 57 95
496 449 77
77 423 69
99 26 70
389 45 31
106 343 28
288 406 21
6 30 91
318 411 95
287 101 49
90 389 90
252 426 63
216 69 1
81 166 96
302 158 26
31 443 25
109 403 79
459 464 7
424 42 10
6 226 66
489 61 70
113 422 96
63 205 37
68 298 60
304 422 93
314 368 63
462 346 58
200 316 89
166 312 21
159 325 65
317 416 93
447 138 21
476 382 1
284 432 80
431 170 71
355 269 66
288 24 30
328 396 86
471 361 79
465 332 52
179 297 88
441 217 72
466 387 22
83 409 9
480 19 20
50 470 3
173 342 26
63 301 7
359 467 55
157 455 75
344 164 83
136 214 63
385 426 39
432 465 42
382 110 5
292 471 20
466 87 89
49 107 4
439 67 42
346 237 41
60 189 48
264 490 36
29 175 51
433 341 58
378 390 18
190 431 20
264 376 67
150 356 95
263 362 82
392 111 52
455 324 49
164 183 35
454 23 22
442 289 14
368 307 50
68 464 35
346 11 9
63 450 93
19 364 86
324 431 16
174 472 1
180 149 96
458 78 88
405 42 16
470 345 72
77 476 20
194 6 60
171 8 9
256 21 93
278 208 71
78 187 96
21 343 87
67 172 61
124 293 47
39 374 99
286 355 42
433 96 62
373 354 55
477 265 92
27 453 16
459 463 81
274 24 28
397 155 28
92 65 4
348 281 38
122 170 63
474 66 97
155 296 98
191 468 97
24 189 89
392 378 38
158 21 63
168 389 92
279 50 98
1 202 41
113 138 64
81 29 66
221 265 18
488 263 67
78 62 58
46 294 39
10 174 8
370 430 14
198 111 50
486 86 70
181 283 9
391 498 50
462 318 54
185 364 4
155 498 7
265 265 63
352 144 24
265 38 75
322 163 38
429 5 81
53 149 33
142 237 2
107 303 47
480 427 80
210 183 13
465 309 77
212 8 39
305 232 96
132 0 42
279 204 7
54 328 56
462 157 88
496 234 73
128 270 5
490 7 38
215 52 20
153 184 53
257 160 99
96 200 12
205 195 72
321 296 98
66 258 93
139 385 29
347 102 17
391 186 25
154 157 65
320 316 100
443 302 79
43 59 96
272 245 71
377 81 20
307 422 21
291 165 28
204 144 97
259 17 98
41 357 71
23 296 74
259 162 17
111 327 7
3 305 66
314 425 67
349 458 61
324 218 17
258 318 46
454 4 30
206 198 76
118 134 22
395 81 55
127 331 87
329 425 32
109 351 11
157 388 47
27 295 64
105 61 79
16 487 62
11 7 8
337 311 73
400 484 15
405 495 55
316 48 98
160 43 7
287 454 30
416 451 62
156 350 27
370 207 50
15 332 95
102 337 79
263 245 71
428 442 18
71 409 88
328 25 97
316 455 31
96 434 100
481 334 60
174 165 19
77 360 43
89 403 46
492 208 3
39 358 21
276 207 51
452 65 84
327 466 81
86 278 50
484 99 37
