1000 5000
23 269 22
489 817 27
328 841 55
73 544 32
784 688 61
403 166 67
413 534 20
954 208 2
172 645 62
696 646 81
158 977 21
129 768 19
824 394 54
257 466 6
248 881 31
362 390 69
664 234 30
482 724 94
299 54 14
617 43 41
431 13 70
952 453 68
235 541 31
441 610 100
7 592 12
215 753 93
587 179 87
209 318 69
740 502 49
887 309 13
744 702 68
507 522 13
671 163 87
833 89 21
77 170 90
78 643 11
56 311 98
786 69 83
744 765 51
320 789 13
225 954 68
444 971 10
316 437 79
249 545 87
904 966 74
122 869 79
436 414 89
268 177 57
577 644 34
686 350 52
514 115 91
803 730 48
991 202 54
674 807 4
551 242 37
931 406 75
644 126 19
814 298 81
824 309 83
620 596 91
726 21 100
676 949 67
727 268 3
925 588 5
614 255 28
460 839 95
927 467 88
571 621 47
360 328 54
824 898 38
530 198 8
922 609 84
589 767 79
826 942 20
597 220 70
988 59 19
440 357 83
825 515 99
244 375 59
454 550 85
783 277 59
361 422 83
246 456 59
660 620 14
963 538 9
344 683 72
188 287 52
50 191 81
900 961 15
132 562 75
535 179 58
572 268 39
315 44 50
392 938 31
800 660 26
77 742 30
909 780 86
649 678 44
69 750 33
611 896 33
411 217 60
142 851 91
434 970 100
223 591 94
904 956 41
449 848 38
659 647 3
577 930 95
153 744 16
160 113 84
121 1 54
208 416 15
739 395 15
953 250 61
294 187 71
335 62 24
250 359 64
859 735 97
848 527 81
87 640 5
508 584 51
370 812 19
268 135 15
96 317 97
847 134 39
855 351 10
194 138 74
593 361 45
633 953 21
612 627 68
766 478 22
330 160 22
347 630 49
835 228 97
378 39 66
77 675 44
888 25 92
72 100 86
330 640 69
522 973 6
345 188 94
426 542 66
899 373 47
335 572 16
419 940 100
591 503 60
510 47 81
843 556 95
929 350 43
436 165 29
184 442 86
439 199 84
777 449 6
398 857 16
905 134 9
662 500 76
525 811 79
866 268 59
491 592 37
524 71 40
556 494 52
965 540 57
746 553 34
319 288 31
200 990 11
256 95 90
553 265 34
653 195 76
455 435 29
153 921 98
156 889 2
679 470 45
681 684 61
801 255 94
783 634 78
142 762 33
210 869 86
359 253 94
395 432 25
871 321 30
858 719 52
854 570 95
729 758 37
651 191 44
175 174 82
71 259 69
664 708 41
312 877 43
236 254 19
969 187 95
727 796 60
665 872 23
99 962 72
514 862 2
11 901 86
858 312 54
681 869 5
276 551 26
970 604 6
228 362 94
749 933 2
38 390 77
440 64 49
905 900 36
811 443 96
50 243 8
233 515 76
805 693 24
919 780 19
956 487 58
711 787 43
813 458 59
780 808 9
570 486 32
10 45 65
878 685 46
253 383 96
