1000 5000
93 668 28
27 354 14
206 318 2
784 74 21
468 571 68
653 132 10
261 763 89
913 74 66
645 405 61
837 237 63
407 625 55
661 65 48
117 594 89
389 993 78
655 894 91
688 858 78
481 254 40
694 509 50
142 669 33
807 587 71
223 677 75
208 118 77
972 886 99
779 101 78
913 30 48
249 19 98
847 860 77
67 884 67
886 214 48
497 812 12
737 619 14
551 883 95
52 984 41
476 161 84
249 150 44
183 680 65
86 291 7
444 560 36
101 15 16
170 567 75
360 284 92
943 58 92
273 573 10
754 528 47
425 615 53
184 782 57
529 918 87
571 754 15
533 312 53
776 702 36
486 158 54
357 299 36
617 501 32
928 547 80
617 284 99
982 759 83
615 836 44
155 878 28
534 78 24
617 696 62
386 152 39
580 334 73
710 530 78
990 67 1
390 408 25
297 343 85
179 565 16
160 637 97
373 376 19
571 154 97
763 544 79
665 750 27
603 367 10
83 694 97
664 118 70
775 5 51
917 452 89
908 704 3
617 991 34
82 656 10
654 986 17
992 920 2
151 180 70
905 267 30
653 78 84
295 663 43
891 486 86
283 151 94
814 299 100
593 936 68
730 631 52
108 59 20
865 777 98
57 974 66
198 578 76
813 653 28
305 900 15
194 536 28
699 940 27
355 751 88
563 5 48
163 823 31
909 621 12
583 806 93
95 436 11
957 24 35
39 321 22
239 979 91
585 280 68
404 920 67
952 873 71
282 352 13
172 752 5
864 895 45
499 76 4
714 42 55
765 110 57
160 162 25
243 976 27
593 423 53
660 488 21
708 367 20
354 137 4
446 240 69
288 149 29
143 370 75
878 985 28
644 329 56
363 834 91
689 95 51
962 43 40
591 642 12
898 555 18
885 185 64
219 148 67
562 272 61
65 740 93
27 725 64
182 468 19
519 39 35
351 498 37
169 483 31
777 76 77
179 7 58
680 228 48
421 115 50
415 61 41
904 928 78
893 482 32
814 270 86
484 70 94
168 540 64
411 739 71
773 903 74
516 638 6
43 423 92
867 717 22
258 784 16
345 374 89
131 456 98
770 97 89
494 273 69
228 440 33
512 774 9
490 939 36
568 221 20
944 577 46
379 386 92
996 361 81
619 332 88
644 407 12
763 467 96
715 133 65
859 598 5
555 936 91
354 674 66
601 178 35
852 459 55
820 6 33
838 597 59
544 505 41
778 606 18
172 930 71
238 363 16
780 387 34
116 384 54
366 440 46
163 613 2
531 262 99
703 830 28
184 476 16
704 184 23
570 289 46
588 941 1
683 271 39
633 496 45
61 850 76
119 150 3
853 518 35
149 158 14
954 505 15
471 714 85
58 317 17
969 19 79
247 933 61
884 40 54
919 243 65
430 631 53
670 31 14
679 191 57
456 909 43
710 522 76
809 778 94
892 445 13
368 807 32
568 899 46
777 774 83
20 238 46
403 592 18
976 481 94
662 377 37
312 652 83
214 67 95
701 457 64
302 910 85
554 387 53
19 833 52
377 533 41
141 816 15
775 170 79
103 900 61
48 123 55
922 893 16
381 609 60
578 547 26
13 225 84
519 88 16
826 301 29
478 824 67
426 411 25
644 965 4
720 609 8
131 36 71
757 332 100
575 944 18
52 19 2
531 731 5
256 340 59
35 456 67
841 360 79
379 802 96
533 204 23
827 499 30
538 796 94
611 560 91
500 42 71
329 398 88
570 848 5
313 960 38
636 273 89
694 784 6
973 974 55
877 17 14
437 984 24
975 355 44
621 352 3
825 455 32
974 94 56
16 511 29
46 200 19
186 641 66
214 299 16
759 879 72
317 902 15
274 745 90
312 603 95
331 399 76
467 655 47
508 837 61
136 274 83
642 919 68
517 512 81
260 961 16
666 813 5
507 255 98
189 45 27
601 125 21
960 619 84
872 402 22
660 937 7
30 825 51
105 228 60
505 33 37
730 153 38
96 668 59
544 896 12
700 619 40
408 178 69
630 828 5
671 312 98
145 338 36
21 219 47
578 342 44
350 461 18
51 304 12
506 277 36
3 865 81
807 891 9
683 120 35
982 704 52
551 651 40
665 775 33
640 998 31
831 127 72
885 42 38
230 753 44
124 882 62
402 506 5
173 727 50
889 501 96
528 778 31
717 68 86
277 835 82
875 862 39
74 70 70
416 309 31
671 905 13
409 367 63
315 187 78
289 533 18
991 564 10
945 748 31
290 768 39
847 245 71
701 433 19
961 741 63
354 222 59
433 985 13
88 187 97
9 696 20
159 438 15
982 300 62
576 454 14
316 626 34
461 746 57
230 938 37
548 551 1
952 49 50
114 230 45
334 144 62
688 362 11
232 997 64
438 716 65
437 440 36
465 328 10
356 813 7
952 575 7
16 881 45
349 614 37
707 39 66
35 736 33
0 88 72
36 575 40
124 410 46
480 644 59
15 701 71
780 169 27
188 721 61
407 372 36
460 292 52
999 373 81
108 394 56
471 820 36
341 418 12
842 216 44
783 960 41
660 691 60
879 15 57
683 893 11
903 210 70
905 494 28
187 583 24
304 621 99
60 444 32
929 104 49
458 689 59
598 754 1
111 955 32
325 567 7
283 954 87
610 954 45
695 214 84
490 181 64
184 750 21
657 509 56
272 57 99
209 397 75
123 799 12
805 180 16
347 681 46
537 11 15
14 520 31
844 523 86
426 351 11
260 881 96
935 70 47
579 312 34
932 846 47
981 230 95
544 606 73
441 365 92
131 193 66
72 23 73
753 294 67
1 710 12
42 787 41
30 943 23
909 780 100
44 191 77
356 622 49
378 941 66
117 458 63
702 492 99
713 449 93
146 125 51
680 797 53
2 426 70
468 810 1
584 111 43
79 924 89
430 724 10
640 877 77
899 185 83
499 944 45
817 224 9
410 760 3
999 110 89
961 57 92
872 853 6
345 780 89
973 821 62
706 137 99
690 910 25
384 48 91
194 564 50
306 507 96
175 11 58
28 545 89
899 537 95
435 671 15
958 653 72
872 338 53
953 92 39
855 1 99
226 146 84
929 470 8
139 203 84
272 890 19
764 547 65
259 994 19
995 920 82
195 356 30
151 261 79
186 713 58
669 230 71
521 438 29
236 443 87
754 984 6
39 565 51
402 124 18
801 584 99
321 123 5
246 590 27
807 654 60
810 304 77
127 720 4
837 774 31
535 423 93
672 481 40
338 913 9
85 869 98
279 192 81
352 421 48
248 818 21
943 309 31
601 42 69
779 660 37
643 653 17
533 428 48
572 578 97
747 838 16
221 58 87
910 724 14
317 406 53
901 810 78
398 548 94
81 757 38
573 632 30
132 777 76
799 56 78
77 330 65
769 499 70
429 866 56
450 549 79
846 773 80
72 924 33
330 452 38
390 927 4
71 546 64
129 15 63
554 831 78
485 907 91
664 91 11
282 591 30
554 506 32
944 445 77
622 571 80
253 319 64
286 342 31
362 949 23
565 313 32
567 989 60
2 894 98
968 112 93
128 171 96
853 363 27
694 747 17
448 11 18
49 487 72
489 775 76
736 534 56
976 278 20
760 953 51
417 694 63
8 107 68
880 376 13
609 661 69
490 478 77
202 660 50
848 348 16
119 201 85
917 279 44
447 464 14
344 455 24
426 186 44
674 821 20
453 407 45
797 268 31
102 48 83
142 166 12
540 899 21
343 547 63
744 841 58
15 113 89
895 137 74
561 361 35
32 957 7
660 236 98
281 366 58
93 535 8
37 25 98
317 97 51
278 336 88
495 794 16
939 397 2
376 168 4
348 432 34
207 756 66
952 181 86
594 56 94
226 778 81
831 239 61
173 407 5
275 796 63
572 123 23
813 770 40
660 182 41
298 330 23
360 890 14
336 228 4
629 929 25
658 695 53
227 487 68
415 359 25
776 24 26
461 653 26
233 197 91
414 420 63
732 240 28
277 982 68
271 816 19
469 543 52
860 897 48
585 316 4
907 963 93
964 850 44
377 328 86
183 146 7
848 569 63
687 302 31
8 821 99
712 304 64
893 205 22
340 922 22
613 423 100
332 887 24
503 755 31
481 41 64
852 14 63
355 227 18
385 636 91
668 380 64
585 310 88
179 682 66
239 374 18
799 790 9
619 166 76
344 537 43
112 430 97
497 605 13
125 973 62
692 856 27
103 849 38
880 733 86
601 814 43
495 343 45
170 642 99
40 909 37
600 794 16
800 943 66
324 725 80
594 47 73
521 610 90
24 850 89
418 154 17
822 462 69
99 765 86
674 257 51
565 524 29
489 735 13
387 276 8
798 283 44
230 510 64
26 999 9
988 463 94
391 647 56
109 172 90
462 128 77
822 751 11
180 573 95
258 140 44
676 191 76
970 60 33
552 268 7
668 493 100
109 330 12
565 779 16
654 674 69
621 809 45
39 186 57
226 625 57
710 487 59
889 67 64
72 644 29
109 840 16
658 109 29
660 281 40
78 784 19
134 379 74
9 590 92
648 822 90
665 305 41
692 5 97
977 871 82
785 351 77
679 584 17
803 218 52
13 296 58
680 792 95
887 422 37
820 778 16
891 442 5
477 285 21
287 403 14
120 575 28
621 477 30
763 586 28
140 195 67
756 222 22
680 510 87
365 493 58
77 773 34
451 896 32
601 709 77
705 187 8
797 74 31
76 553 68
311 246 89
216 659 4
326 290 38
479 538 8
869 907 55
500 646 69
19 626 95
797 996 29
415 914 49
598 76 23
550 768 87
567 416 8
906 636 5
9 759 50
886 785 12
456 895 97
930 244 52
900 569 78
650 207 88
583 904 79
687 957 57
97 206 48
452 570 58
520 554 14
186 761 61
185 755 53
419 898 20
