500 2500
223 449 20
408 121 98
331 297 76
180 54 89
59 414 55
243 98 74
333 421 40
331 398 44
228 229 85
14 320 44
386 54 35
397 186 29
92 257 37
123 59 40
208 470 78
409 69 36
205 142 92
7 178 67
142 137 91
145 349 30
472 330 95
472 280 31
163 331 75
218 169 31
3 305 84
78 242 100
438 198 70
282 203 86
461 199 49
138 45 12
291 386 85
269 193 87
431 369 83
13 450 45
82 226 44
194 230 88
54 347 34
190 127 25
425 74 4
494 252 92
60 448 3
296 32 11
121 16 87
112 473 14
295 156 93
317 203 29
90 299 93
113 39 54
185 102 92
298 141 38
316 308 54
236 235 1
85 180 29
30 320 95
471 171 80
139 432 18
479 490 85
36 112 89
270 179 27
249 45 44
105 432 59
396 249 73
363 453 68
364 92 52
61 26 89
37 382 12
93 238 21
212 50 35
209 159 17
304 233 4
212 332 11
244 256 55
192 39 93
173 396 38
196 334 38
259 40 81
7 164 3
135 195 48
316 375 6
287 44 13
407 193 42
299 488 10
495 18 7
389 425 96
265 231 32
201 346 76
62 178 42
323 491 24
87 256 42
363 337 32
80 200 49
445 38 93
136 467 68
251 490 7
464 255 61
381 379 93
243 3 79
384 336 31
408 108 53
269 319 37
148 100 56
172 109 6
180 427 68
96 476 60
254 190 58
346 142 17
497 373 3
363 464 37
276 122 55
67 177 24
491 45 83
187 197 18
72 61 45
91 84 15
69 221 94
34 244 49
451 223 83
0 376 50
83 420 8
179 456 6
203 125 51
64 462 99
139 239 24
80 412 91
422 390 69
448 146 39
179 459 77
109 94 57
181 232 84
359 227 81
218 480 75
318 229 86
290 471 81
336 150 99
461 487 14
340 476 68
363 153 87
457 483 46
205 453 37
374 25 35
159 256 82
454 336 18
79 79 30
202 351 8
371 216 86
411 214 14
349 256 50
412 278 26
116 101 74
357 418 17
156 437 14
189 284 76
76 472 29
207 3 59
39 150 42
400 134 25
171 219 37
181 451 80
360 370 23
309 254 15
422 16 63
231 47 7
433 418 21
325 429 55
445 239 60
421 293 44
434 63 3
135 449 38
285 76 1
156 395 100
40 293 16
127 276 15
383 63 21
19 180 51
386 485 50
194 214 61
115 400 86
82 70 98
331 428 3
214 262 17
52 120 72
65 395 12
183 267 82
198 456 31
242 413 4
450 344 38
310 87 47
346 173 97
13 78 91
400 130 63
42 437 33
379 299 72
473 143 45
116 186 82
62 60 90
340 223 84
160 2 82
267 226 16
82 29 27
279 451 46
277 233 100
37 428 29
462 350 23
361 355 38
67 454 35
291 127 95
339 444 99
128 189 28
120 55 61
344 235 61
108 282 51
60 302 18
74 65 17
18 255 96
281 38 47
204 21 82
95 282 76
165 240 22
50 259 18
173 396 43
404 447 81
69 431 81
34 481 26
226 53 25
257 211 6
276 242 99
91 54 15
411 149 33
416 56 27
264 391 90
67 14 62
322 173 62
433 17 91
388 37 6
89 245 44
357 33 37
245 414 82
326 210 45
83 210 53
365 223 4
176 418 42
99 371 100
265 205 1
187 177 66
90 325 94
48 175 66
63 208 35
42 469 85
436 148 39
487 329 62
202 451 48
229 55 95
206 223 10
382 142 64
82 94 33
470 439 21
260 232 76
348 89 85
110 267 39
384 478 95
123 156 79
329 43 24
122 107 46
50 404 88
382 66 41
27 243 37
147 253 2
446 60 73
345 240 35
38 343 36
397 254 16
169 181 70
413 159 92
330 429 65
354 94 41
44 390 56
55 265 19
149 432 79
273 269 46
242 351 13
322 57 57
139 232 10
113 483 59
21 489 29
114 150 50
164 243 76
445 63 88
316 253 10
180 497 99
215 176 67
451 158 42
104 99 75
229 465 9
333 49 42
280 484 47
455 239 58
346 190 23
388 82 69
162 418 95
95 396 24
9 90 76
248 127 16
318 351 93
86 107 55
387 364 65
12 464 73
496 136 48
293 425 81
63 140 1
73 196 81
81 449 25
399 302 40
328 434 7
453 155 45
325 62 97
7 363 5
125 138 66
400 1 72
276 102 94
212 106 70
337 114 62
421 56 38
18 137 63
62 221 3
376 61 55
385 40 98
77 299 30
106 498 97
72 235 82
374 428 10
287 265 25
244 234 40
49 479 43
362 139 80
360 113 95
2 441 74
448 197 57
244 90 49
240 42 90
464 21 2
244 458 92
386 55 45
20 216 57
30 359 56
220 123 73
116 288 75
107 109 40
470 42 82
207 258 24
291 206 24
222 214 23
381 158 44
68 9 72
27 466 69
218 286 41
495 53 13
216 28 45
149 222 89
206 356 39
498 231 72
202 325 90
373 210 9
492 283 91
223 136 45
433 339 78
323 145 16
321 80 94
393 141 13
496 3 34
78 478 92
167 206 72
268 417 2
192 241 26
