100 200
90 51 55
92 39 70
27 11 78
22 77 96
49 13 48
78 17 35
65 37 25
57 16 41
67 58 32
78 41 3
92 11 52
27 77 18
50 61 94
6 64 25
78 79 96
45 66 57
90 7 29
27 69 10
53 86 79
33 99 39
77 57 52
64 72 29
84 45 7
90 30 47
34 83 25
63 81 44
29 53 66
52 28 84
33 98 13
46 59 77
76 35 36
44 72 71
1 80 22
58 91 16
45 19 60
45 25 1
48 30 72
37 37 39
70 12 50
42 73 88
46 10 91
4 47 46
69 44 87
94 67 64
47 96 78
19 50 64
98 87 5
64 80 94
33 54 30
43 46 52
66 58 45
38 43 87
57 52 100
65 43 34
27 27 46
84 45 73
65 74 69
32 96 93
20 81 6
78 66 81
61 58 9
19 55 37
57 88 7
31 79 99
76 72 54
96 99 16
99 84 61
11 0 48
95 11 1
53 10 96
5 57 48
56 24 95
43 14 77
69 78 22
85 40 69
94 96 73
1 17 43
64 38 77
23 95 99
31 15 41
89 8 92
41 16 18
86 98 90
51 1 27
0 91 14
55 60 18
83 12 45
19 22 94
57 44 38
81 51 85
21 7 70
39 25 22
4 73 14
6 98 66
59 89 12
80 70 68
13 33 11
19 60 55
61 11 5
30 35 43
94 8 25
22 10 60
67 10 66
5 58 94
47 85 43
85 73 46
16 86 4
47 68 88
11 92 29
96 98 68
89 42 69
25 27 44
98 77 34
30 93 56
65 85 70
4 34 64
48 18 34
11 71 66
18 83 23
92 16 37
8 21 41
35 38 5
25 76 60
79 54 87
36 99 33
77 86 52
33 49 34
26 71 94
23 42 66
62 14 4
24 20 24
95 91 99
87 32 81
83 41 4
19 74 92
58 75 75
7 97 9
48 43 22
70 33 96
44 15 35
7 96 24
33 84 16
64 78 24
64 95 40
60 35 44
59 77 21
22 87 57
84 89 73
2 83 9
10 60 22
92 42 42
61 75 46
6 53 61
75 27 56
47 62 50
58 28 58
16 85 22
30 96 88
22 78 90
79 5 16
27 73 8
71 39 38
91 92 68
53 69 31
29 44 11
0 95 36
99 76 19
69 11 83
24 49 64
31 83 3
17 7 12
21 30 47
86 77 74
80 74 20
53 32 50
87 65 83
65 95 28
36 38 97
86 77 56
15 34 80
20 66 84
83 56 82
33 66 48
9 65 92
88 58 88
44 5 89
48 24 91
18 36 6
57 84 8
4 94 59
10 11 71
15 65 73
15 42 61
29 39 65
48 66 67
36 8 70
93 2 57
56 90 12
8 68 44
53 79 24
