70 350
65 29 5
12 56 75
21 29 20
68 28 76
23 6 77
7 6 100
22 38 90
30 36 62
30 2 27
67 32 39
15 10 68
25 61 73
57 13 49
47 44 100
18 38 84
39 54 56
33 25 43
6 14 92
27 57 30
67 54 59
57 11 99
67 25 78
3 20 21
40 41 60
8 0 31
24 35 47
28 56 78
3 68 18
20 49 61
6 46 33
59 39 51
54 40 96
36 52 35
22 22 73
12 34 23
56 65 80
51 9 30
22 20 28
67 49 24
60 0 14
36 5 82
19 28 50
22 68 33
33 23 67
4 34 72
33 13 66
30 55 97
28 6 11
4 31 53
19 63 99
2 14 5
19 62 47
8 23 29
27 67 66
36 40 36
53 6 97
53 69 35
32 61 72
58 15 16
22 21 64
23 12 66
17 21 5
59 67 72
29 26 76
56 64 40
12 26 85
5 45 17
13 51 24
4 29 21
64 25 82
39 10 99
67 2 29
30 3 100
64 20 49
41 11 43
33 37 20
23 66 92
0 56 79
9 11 15
67 24 16
47 15 36
54 57 17
48 60 3
56 56 15
3 4 54
31 30 26
49 4 63
8 48 100
9 56 85
23 58 3
33 29 62
31 69 55
37 47 31
57 23 91
11 1 99
68 44 75
63 14 76
8 48 64
57 54 17
68 3 39
29 67 98
24 9 99
21 31 1
41 19 22
66 59 93
47 5 54
17 21 48
1 60 83
13 10 64
64 43 21
21 16 29
69 36 40
17 13 71
14 52 2
15 9 85
68 34 76
29 28 92
43 3 68
17 16 68
48 11 20
31 37 37
50 23 61
25 38 73
68 64 16
59 30 19
20 5 91
54 7 29
14 19 39
26 57 32
63 10 36
49 43 93
19 30 72
3 11 94
44 51 80
16 59 68
36 24 11
29 21 7
61 7 9
15 4 31
43 22 61
23 8 84
69 21 18
63 34 20
27 10 49
27 58 85
23 46 98
8 7 18
2 30 62
5 23 85
62 51 82
66 21 68
15 34 90
21 6 96
34 17 60
67 4 19
8 37 78
11 37 2
43 44 12
54 13 13
43 27 33
3 31 65
47 54 54
41 1 62
22 69 5
40 32 30
6 33 74
32 29 35
40 62 41
8 40 87
12 32 68
63 30 95
60 33 26
9 15 14
4 53 3
28 40 12
13 18 7
46 44 54
9 20 97
46 65 62
53 41 44
53 22 93
27 58 80
1 4 49
33 61 51
23 48 67
63 47 65
7 7 27
68 62 96
19 3 42
61 67 35
50 9 1
21 5 7
57 61 81
46 1 30
5 19 21
29 10 19
48 5 75
15 39 88
63 11 98
1 62 47
36 44 44
45 7 44
60 41 94
69 29 71
56 12 15
50 69 23
63 6 84
62 16 58
13 44 16
69 65 29
66 69 73
66 52 41
6 32 42
13 20 26
69 37 80
54 27 31
67 69 93
65 27 43
4 31 96
56 25 51
33 4 5
3 68 38
69 6 77
47 36 47
7 18 95
30 68 44
11 11 40
30 5 17
2 39 86
36 32 11
69 54 59
57 45 59
68 68 9
46 20 69
19 23 5
64 43 45
39 13 66
56 31 54
14 49 100
53 67 20
32 68 13
42 69 7
24 65 75
47 15 2
53 14 11
23 28 84
56 20 61
60 7 77
15 28 34
63 67 72
5 28 92
33 19 77
57 3 36
61 39 72
33 13 56
44 9 73
63 5 2
39 55 45
20 61 40
66 53 11
39 30 100
6 61 3
48 22 49
18 18 87
1 53 23
45 53 67
52 19 24
46 60 76
10 62 63
2 0 5
69 1 2
66 41 1
16 63 99
52 26 40
53 24 81
47 59 71
44 48 99
39 61 55
23 45 77
25 59 52
13 15 69
39 65 35
65 26 30
48 11 29
2 39 13
10 43 10
53 68 85
53 24 32
22 44 68
42 38 49
40 62 71
32 62 21
35 2 88
37 16 18
35 10 21
51 57 87
38 27 72
4 63 72
5 3 69
64 57 96
64 14 80
35 11 36
13 7 87
45 63 16
31 48 19
23 16 52
23 13 71
50 4 80
54 56 52
68 15 8
26 37 77
14 37 7
10 25 13
25 62 45
68 68 83
38 40 84
12 33 6
55 48 6
26 1 38
35 67 54
40 18 67
51 57 38
1 68 47
31 31 17
47 66 27
41 41 92
37 6 96
54 48 29
28 41 63
69 57 70
69 44 3
53 2 28
68 34 7
17 49 65
50 3 60
34 24 90
34 20 30
52 24 32
9 62 25
67 4 53
16 20 71
24 60 97
11 7 32
13 48 35
34 5 89
61 30 4
43 25 23
17 4 21
27 48 21
0 68 12
