20 100
9 2 41
9 0 9
8 3 30
2 1 54
2 14 86
9 4 7
12 10 67
1 19 11
12 17 98
11 4 94
0 11 65
9 18 71
14 16 10
14 7 42
15 18 47
14 16 80
11 15 17
4 9 53
14 8 85
5 13 42
17 15 91
10 0 33
2 9 86
2 7 53
19 8 89
4 10 4
8 7 13
14 15 89
11 10 77
16 5 17
4 9 85
2 2 19
1 6 31
6 17 77
18 0 64
3 1 58
7 16 43
5 13 50
7 10 83
1 17 56
14 15 81
5 5 34
13 1 72
10 14 7
18 17 68
9 0 51
0 5 30
17 4 87
16 17 3
13 13 14
16 10 34
7 11 11
4 11 62
19 6 60
18 14 91
14 19 93
4 1 82
2 7 57
12 10 1
4 11 46
9 18 76
19 5 25
12 10 79
0 15 44
16 0 31
19 1 55
19 16 57
9 11 78
11 7 22
11 15 74
8 9 75
0 9 35
6 0 90
0 16 14
14 1 25
6 15 99
0 14 69
4 18 15
18 7 49
18 0 96
15 15 12
6 19 16
3 10 33
11 2 57
10 6 97
13 8 50
6 1 99
16 3 92
0 9 71
6 9 46
9 15 74
3 3 78
11 14 76
3 19 79
13 17 36
0 12 5
5 17 80
19 11 42
11 16 41
2 11 80
