70 350
56 6 15
59 39 82
65 69 69
62 7 39
35 61 8
46 48 2
36 11 95
8 48 97
33 44 20
59 3 46
25 33 35
63 39 65
25 49 30
38 64 29
41 69 27
56 38 53
11 56 92
13 67 69
0 11 51
1 59 49
38 57 100
47 35 23
40 46 67
22 42 61
6 56 71
25 45 22
43 62 100
27 8 67
41 9 13
38 3 4
51 10 9
20 16 94
44 19 37
11 26 82
31 28 4
19 47 66
67 28 75
51 60 18
69 52 98
22 68 79
60 51 88
37 24 54
63 28 65
63 14 40
63 56 63
12 68 55
5 26 2
52 64 48
4 11 19
61 55 81
47 51 28
61 16 22
65 50 59
36 27 43
28 68 32
37 24 77
23 60 64
8 38 39
67 19 49
44 30 91
17 69 92
43 26 39
41 67 97
14 48 98
6 27 95
56 8 64
64 46 71
16 57 27
23 23 42
23 22 58
20 1 27
3 37 74
63 7 60
49 29 12
56 33 71
6 21 32
68 39 25
31 65 83
56 42 76
7 14 5
15 52 65
47 31 81
46 10 41
63 9 97
18 46 75
47 57 25
2 48 75
64 4 36
13 59 99
34 36 87
53 65 38
60 26 27
8 2 86
28 60 57
54 55 15
55 43 94
4 54 75
16 69 75
26 63 81
39 24 90
8 5 4
31 69 24
65 21 38
66 61 7
31 55 78
42 4 3
12 63 31
1 25 32
13 25 22
15 32 20
59 44 57
32 9 78
37 8 95
0 47 82
10 63 24
45 5 82
27 21 11
68 54 85
52 56 69
28 68 23
56 42 68
29 30 27
37 44 64
45 32 21
2 38 97
26 37 66
14 49 67
55 67 85
36 39 79
53 67 56
69 21 37
15 45 58
22 50 77
40 19 40
0 1 54
47 60 79
64 28 58
38 21 67
33 44 55
13 43 11
35 31 95
53 24 44
22 56 100
47 28 98
15 36 22
13 61 21
31 63 21
18 64 19
25 1 20
53 69 71
61 60 33
36 67 57
24 62 62
69 56 69
12 19 31
53 26 48
58 64 50
10 40 62
42 55 65
58 24 25
68 61 4
19 30 75
46 35 32
66 2 20
40 33 45
11 26 35
24 1 10
13 33 41
8 42 29
65 24 97
36 15 63
15 37 35
21 58 89
44 29 64
6 0 89
45 11 82
6 37 24
22 66 75
51 20 21
7 55 9
8 27 26
25 38 91
59 16 61
68 36 58
1 46 80
30 41 16
0 35 85
14 67 4
2 21 99
10 31 67
1 5 68
44 9 47
7 60 2
49 26 74
69 24 13
27 33 81
7 46 27
18 32 19
21 28 83
57 58 62
65 0 77
15 39 2
68 27 71
57 31 79
35 52 86
36 36 25
61 60 29
19 52 74
10 24 85
50 13 63
48 22 92
45 17 60
13 64 34
7 55 71
23 51 50
11 48 97
24 41 86
40 54 28
63 43 8
23 53 38
6 23 17
38 22 71
40 21 42
12 69 96
29 33 1
5 33 71
55 61 3
52 60 27
34 42 38
39 30 21
27 63 9
14 4 92
2 44 14
7 31 35
38 5 38
48 9 51
30 45 97
34 10 22
45 2 23
12 0 68
14 30 37
37 68 52
48 57 100
32 13 90
20 16 62
16 69 72
21 37 66
68 3 88
66 59 57
47 53 28
15 14 26
49 66 19
26 3 99
39 28 44
54 40 20
51 28 59
36 67 68
10 57 5
11 45 33
25 12 45
61 37 50
68 64 37
69 38 10
0 3 38
8 63 93
8 61 66
56 13 14
14 55 97
59 18 14
19 19 2
59 27 72
48 37 98
55 34 50
56 37 82
33 23 51
33 7 47
22 35 35
67 21 97
46 28 3
53 26 86
23 1 68
56 29 54
62 59 92
37 30 96
45 45 59
65 42 81
43 64 96
58 4 74
4 7 32
41 62 6
36 14 25
21 59 69
37 8 17
69 63 71
27 28 24
0 9 27
43 21 20
4 36 53
47 4 100
61 35 46
13 62 31
60 63 6
27 19 3
13 29 59
30 41 25
0 58 23
56 4 63
45 36 17
29 45 1
34 6 98
55 58 61
69 15 36
66 54 31
54 43 38
20 10 76
44 44 60
21 25 41
51 53 77
64 48 6
37 58 36
59 20 91
1 59 57
37 60 11
64 59 82
59 31 8
36 42 12
34 14 67
32 64 82
14 32 72
61 34 79
9 31 72
54 16 70
45 64 18
33 53 55
53 15 88
45 11 1
57 4 18
47 20 36
60 54 91
36 25 98
14 50 67
50 2 14
50 41 48
42 69 69
62 25 54
35 2 45
61 37 74
53 28 30
54 1 43
51 23 10
