100 500
62 80 90
54 92 67
66 10 44
65 47 61
29 6 64
8 4 97
90 43 29
65 50 10
6 29 94
87 11 41
77 92 69
43 55 4
68 63 76
17 97 62
14 41 67
97 8 37
33 57 48
58 4 25
5 97 48
81 10 69
99 1 1
70 2 11
20 59 92
25 61 13
26 77 82
43 32 11
6 99 16
63 27 55
19 89 74
27 70 71
66 40 59
55 20 43
62 44 70
75 14 68
41 25 83
6 16 47
92 1 20
11 95 83
37 31 29
86 85 12
66 0 25
2 71 5
27 45 18
55 56 83
39 84 1
56 21 7
48 89 91
49 4 71
27 52 5
20 45 34
44 30 85
96 74 6
70 74 2
77 86 9
57 29 26
19 78 35
87 87 6
42 52 19
42 47 72
6 5 44
72 62 41
90 96 46
33 87 70
19 13 73
80 60 24
12 34 26
66 7 51
91 21 68
23 26 29
30 7 64
60 89 68
74 20 58
70 1 92
21 91 74
37 81 94
81 65 70
86 61 77
50 22 21
95 94 30
77 0 61
35 12 52
8 41 8
94 35 48
20 96 39
78 87 5
58 20 62
75 97 63
99 67 15
98 39 30
10 23 2
25 58 49
67 99 59
61 28 91
31 7 78
10 4 50
56 38 16
40 11 52
4 2 96
38 76 12
17 98 12
56 93 63
26 2 33
76 85 72
85 58 34
73 44 94
45 11 25
9 31 79
14 71 84
22 50 99
81 91 44
7 77 17
30 64 39
13 28 69
36 6 30
72 33 78
70 85 94
69 36 61
22 8 65
12 72 95
22 85 97
21 64 83
31 85 83
8 60 20
38 89 95
89 68 59
79 63 97
97 65 42
50 88 14
46 65 85
15 18 38
60 22 5
44 62 35
77 14 52
12 96 97
51 76 84
11 69 42
59 99 87
50 10 36
35 92 27
84 19 63
38 30 84
25 98 65
73 61 29
8 79 52
87 24 33
40 71 25
26 8 39
76 69 82
75 73 63
95 58 69
63 55 100
63 31 29
29 29 35
24 32 84
25 91 72
73 93 99
41 4 19
28 3 83
98 94 64
54 64 9
14 53 51
80 2 89
34 4 90
16 53 60
56 34 54
87 59 97
52 46 65
29 25 1
71 57 18
94 81 47
29 3 92
98 28 43
26 90 77
2 66 1
16 48 32
84 41 76
38 71 77
17 60 48
63 6 60
64 42 19
40 59 17
18 36 86
23 18 62
13 77 65
14 78 92
95 61 43
2 0 71
48 95 15
41 60 73
38 77 95
27 76 59
11 73 60
35 85 20
2 91 18
16 58 94
57 94 33
45 0 43
21 49 90
93 80 63
20 99 20
4 66 81
10 90 25
96 23 66
27 94 68
47 50 95
31 56 61
24 9 100
88 67 22
12 2 21
26 34 44
48 43 33
52 77 47
5 41 10
22 58 81
85 25 73
77 60 92
67 76 47
34 43 3
4 94 91
17 80 61
99 83 25
97 42 60
2 49 57
47 6 21
43 19 22
81 63 98
11 98 91
91 32 25
82 56 96
82 25 91
18 5 18
14 57 66
42 42 26
58 37 34
79 42 64
32 39 4
16 30 91
37 29 61
67 75 68
74 71 49
34 54 8
96 85 6
17 58 7
72 5 34
39 39 11
70 5 99
65 47 39
10 91 18
4 99 41
21 5 19
66 37 84
96 49 98
43 58 85
98 5 36
1 28 34
85 39 98
73 33 10
13 57 82
75 48 78
76 89 89
0 73 84
57 46 30
82 79 5
76 12 65
74 28 75
21 6 13
62 65 44
8 13 48
29 77 84
80 9 59
47 12 1
90 45 19
78 4 41
10 9 10
49 20 4
80 69 95
61 57 48
26 47 49
43 80 42
74 64 43
72 27 29
83 8 41
61 37 64
7 34 34
91 59 52
42 7 1
1 4 6
82 26 4
68 78 39
89 4 67
43 71 100
85 48 13
31 81 15
5 87 66
64 56 17
63 89 64
8 92 64
36 69 23
26 38 55
94 31 21
93 67 1
45 66 81
63 0 87
40 6 64
26 36 20
31 37 58
4 78 70
61 62 33
14 8 42
79 69 70
34 33 56
42 60 31
63 65 4
12 6 52
55 4 14
20 24 18
91 5 51
7 75 56
76 39 5
14 34 27
18 37 7
8 0 86
38 18 67
41 79 16
85 35 49
88 86 13
48 97 95
47 93 52
66 92 22
38 31 9
47 83 24
52 96 39
33 42 14
96 98 26
90 74 84
73 99 85
12 48 85
3 6 39
93 58 79
12 61 18
95 58 69
99 35 76
96 40 58
96 81 11
39 92 28
45 33 25
9 42 78
39 69 74
83 64 53
92 27 67
45 83 96
95 7 95
47 27 82
75 68 41
21 32 93
3 27 72
33 14 25
10 34 43
53 19 89
76 83 98
10 36 38
92 75 48
31 83 64
99 81 5
2 32 9
44 48 83
38 93 87
62 20 79
37 77 14
23 75 77
40 3 82
57 4 94
79 84 50
12 80 40
55 98 20
91 37 95
6 79 6
14 92 64
96 77 1
12 54 68
27 12 41
46 27 74
77 32 39
0 19 15
86 29 18
96 91 4
77 87 40
86 13 64
66 55 3
38 46 2
36 5 62
59 13 83
25 25 84
30 74 57
63 10 8
30 38 36
48 7 68
77 34 93
22 90 64
61 61 26
72 65 53
80 42 17
69 46 1
16 7 61
93 6 74
11 62 26
97 63 95
73 97 91
92 81 93
56 22 20
76 97 81
64 51 62
76 63 91
95 19 26
6 19 57
96 4 46
30 45 57
50 96 66
31 9 12
73 25 29
58 47 91
5 71 29
16 68 19
10 14 40
34 14 59
48 54 50
54 59 81
7 93 62
89 37 97
84 86 64
43 34 53
93 2 64
19 99 48
77 34 29
83 16 23
85 87 84
93 88 40
47 7 36
37 3 23
31 44 82
83 57 49
36 13 87
79 78 28
65 73 93
44 71 76
98 25 31
73 77 67
83 19 20
71 64 93
53 3 48
83 31 82
19 51 45
96 72 61
14 55 87
25 15 6
58 39 36
39 72 68
87 4 52
74 80 81
46 73 38
82 79 31
48 99 15
47 14 76
0 32 37
50 51 45
67 49 83
88 1 40
75 76 74
81 39 63
78 38 44
21 1 38
37 4 25
57 5 77
7 59 51
29 4 5
93 32 46
91 59 18
39 68 8
35 25 11
84 2 5
24 28 90
52 50 55
36 64 46
58 58 30
84 79 25
69 81 31
55 23 78
25 78 92
88 57 36
42 95 70
44 82 93
43 72 43
41 99 8
69 35 56
62 23 55
4 69 99
38 43 85
89 42 26
62 65 57
54 88 88
