100 200
44 22 98
63 95 23
43 79 99
83 33 83
28 6 73
68 98 47
56 34 27
13 83 30
32 28 47
4 48 40
50 65 51
99 84 88
16 76 56
78 80 27
75 29 21
87 46 7
40 31 69
5 70 94
59 93 96
31 55 50
4 18 59
98 17 66
46 23 47
70 95 56
23 2 9
93 56 48
33 24 31
57 34 54
36 17 41
73 41 99
28 37 63
74 26 1
78 61 84
5 22 8
92 44 7
63 26 32
84 38 46
36 29 74
35 49 7
59 45 20
79 5 72
68 48 40
18 7 78
27 97 92
35 66 100
83 84 5
10 87 43
78 46 81
33 36 20
21 4 28
21 54 22
63 20 44
55 76 39
39 68 3
94 30 61
0 94 95
54 97 14
86 38 78
37 55 66
84 91 59
86 35 98
3 7 86
3 12 1
3 99 46
69 33 45
61 66 20
13 10 34
82 90 69
78 88 82
17 40 53
81 48 13
50 52 68
25 80 55
94 7 12
38 15 95
36 11 31
66 77 56
30 26 70
40 1 1
89 29 8
53 36 89
41 73 59
80 5 44
19 94 43
64 80 75
37 86 58
5 95 87
94 42 92
43 35 16
86 25 45
51 49 81
99 73 47
7 68 88
31 24 13
56 68 63
21 49 70
87 70 57
52 33 11
96 87 24
55 2 2
66 87 32
63 36 45
1 58 71
23 19 85
55 59 35
52 85 73
64 54 13
46 49 91
79 28 71
48 67 22
76 70 46
50 91 27
50 35 25
12 21 1
87 47 74
77 21 34
49 97 86
87 62 24
39 65 84
7 72 90
73 15 23
36 56 3
87 8 72
49 85 53
87 19 34
57 58 92
34 89 15
46 25 48
42 17 64
54 67 91
31 19 89
28 47 91
19 73 93
61 42 22
4 68 38
8 1 26
28 45 79
99 9 63
53 73 94
56 18 53
78 83 93
60 9 88
72 17 37
3 35 55
29 14 61
45 51 36
35 71 6
49 44 50
46 89 75
77 26 3
28 89 21
5 58 86
39 48 3
69 31 77
82 37 26
75 38 22
69 51 46
23 25 88
96 35 67
53 23 83
54 44 71
17 8 90
83 46 5
42 27 24
79 69 4
53 97 98
67 38 52
45 4 19
35 56 17
47 66 45
53 10 38
26 12 30
40 59 14
60 33 24
8 58 49
39 7 76
84 6 93
47 86 86
69 55 91
2 85 50
50 83 58
9 16 20
78 19 52
5 92 17
64 47 63
70 73 81
42 22 3
47 89 76
72 37 69
51 41 42
96 3 74
55 88 41
13 10 96
12 20 80
75 79 72
82 15 34
32 95 35
22 82 65
28 74 63
68 81 2
