70 350
38 63 53
45 4 64
52 49 49
39 12 4
40 63 93
67 2 58
6 65 69
26 14 33
48 43 71
65 43 88
44 47 24
41 68 59
8 66 50
65 55 53
14 32 96
13 62 26
58 2 47
46 65 27
64 1 29
28 16 61
5 68 16
58 10 4
35 47 19
50 47 38
54 22 19
55 20 56
53 8 53
14 31 61
15 49 46
62 28 40
30 45 59
63 42 76
21 16 75
25 18 45
31 35 25
18 45 25
29 45 31
11 56 75
22 29 51
44 2 40
53 55 30
19 8 89
17 29 31
19 67 87
68 20 1
52 52 44
8 11 84
55 22 9
50 6 58
63 60 58
35 67 29
69 34 30
13 48 99
60 42 53
17 25 8
24 32 54
39 37 78
62 17 13
26 19 17
63 2 18
14 66 41
64 57 63
47 9 11
15 43 2
9 1 7
66 6 10
51 23 28
27 36 95
39 18 34
54 48 78
27 18 6
44 26 84
61 62 55
46 47 92
35 39 70
64 57 38
5 35 33
40 53 78
64 41 87
57 22 80
43 44 68
47 62 51
67 34 60
30 63 85
9 0 94
18 19 66
17 45 78
28 44 72
64 42 48
18 9 89
27 40 28
49 66 62
48 53 22
8 15 69
36 44 42
68 59 95
1 18 46
5 59 35
50 18 29
34 24 12
58 63 17
68 8 15
0 7 51
7 42 2
46 21 77
1 18 33
61 50 4
26 62 57
8 54 36
48 42 49
55 46 99
56 30 96
24 41 76
58 64 80
30 37 51
54 52 28
14 32 42
69 63 3
59 14 55
34 13 52
22 64 56
39 5 30
4 0 20
34 19 47
37 15 29
23 44 90
53 13 70
51 3 21
36 53 79
48 16 66
32 29 80
5 1 78
50 39 73
3 18 5
67 36 3
35 56 10
50 68 98
47 41 92
20 54 11
34 43 46
44 49 52
31 22 69
45 21 38
24 4 12
30 46 76
1 13 55
64 37 56
37 1 96
7 69 15
52 69 24
35 0 55
51 32 95
52 27 27
20 57 34
51 47 17
57 21 36
52 30 77
47 49 95
5 14 85
37 54 80
48 37 66
42 30 28
18 64 42
40 5 12
28 58 7
22 57 94
40 31 57
46 40 58
30 3 74
13 61 47
38 15 8
28 15 89
37 51 17
41 62 70
7 54 25
23 42 36
47 38 93
53 17 1
62 59 43
33 52 71
48 9 31
34 14 72
46 54 79
14 3 73
9 45 2
46 59 50
35 23 98
67 8 4
5 35 17
35 65 75
8 4 52
46 33 8
49 27 4
4 27 47
64 38 36
3 3 35
12 9 7
25 39 56
37 56 80
22 46 32
50 52 56
27 2 32
46 45 51
30 66 49
30 10 37
17 40 85
0 26 88
53 38 79
33 43 93
11 8 97
25 35 30
65 17 15
40 49 63
8 11 38
50 64 2
31 29 81
50 54 73
19 7 58
58 14 41
30 11 81
65 5 51
5 63 28
21 15 83
58 27 38
13 15 51
52 8 34
27 65 60
15 66 32
66 11 26
18 27 13
43 8 73
52 2 47
44 61 13
12 21 40
5 18 62
53 6 10
65 53 30
45 21 24
67 29 33
22 5 29
67 7 46
15 8 67
14 59 41
10 59 67
60 26 7
47 33 3
26 27 77
64 66 52
14 21 14
21 42 100
35 0 46
54 69 5
28 23 15
26 51 71
53 5 9
19 33 30
59 20 3
44 51 1
22 27 56
57 30 26
18 38 87
15 15 31
55 61 19
3 58 56
17 40 26
26 42 16
11 65 86
67 42 30
66 40 74
51 40 42
32 52 29
61 47 39
41 3 35
27 54 12
5 4 61
10 5 95
17 63 100
9 40 4
61 3 40
15 30 97
21 50 9
4 39 37
18 26 9
61 35 46
66 64 39
14 38 54
20 17 30
59 1 35
5 53 60
9 69 24
1 61 2
3 33 65
55 42 86
51 47 65
49 57 35
54 55 67
41 47 44
14 26 44
10 52 98
40 54 97
42 0 26
39 3 53
12 12 74
10 62 82
22 26 36
41 37 75
66 46 53
21 10 70
29 45 75
55 39 64
48 5 79
36 17 66
44 8 14
40 44 91
15 29 32
63 20 89
7 13 57
29 52 37
11 63 24
6 10 73
54 39 4
42 54 8
39 57 76
15 68 89
24 25 37
17 42 51
36 23 9
37 55 76
41 59 32
1 32 22
22 12 54
56 63 24
64 12 19
4 56 92
64 67 63
25 24 46
38 25 100
50 57 66
40 34 89
0 38 7
56 34 47
9 3 19
0 53 29
63 20 83
52 53 47
63 24 17
51 58 37
18 44 1
11 43 12
0 3 69
