1000 5000
727 465 10
67 779 12
624 866 78
562 579 35
177 928 67
775 631 50
191 768 87
787 319 66
651 894 95
224 101 48
795 339 64
466 842 23
805 826 8
145 20 59
608 593 59
70 40 73
316 824 93
465 905 57
10 792 6
312 797 61
78 648 6
341 721 57
237 583 45
849 826 53
528 765 82
766 776 15
243 307 53
124 866 12
375 786 66
494 260 86
583 112 67
400 494 18
147 556 21
638 235 65
359 524 75
76 146 88
323 266 71
397 622 63
365 872 79
620 409 17
125 326 93
685 709 51
48 153 99
135 534 26
151 61 46
487 9 68
819 990 56
375 666 79
478 100 100
869 298 51
52 391 2
883 494 44
196 561 42
203 639 34
179 761 64
988 66 70
430 496 20
74 91 37
561 218 96
655 543 42
919 196 14
836 233 25
930 343 32
233 75 45
671 925 14
83 685 93
996 119 80
375 261 69
723 646 34
242 121 52
297 764 84
661 503 7
734 73 87
521 186 60
117 195 1
235 558 91
98 419 80
919 420 31
543 929 47
998 916 96
111 138 64
936 322 34
618 523 50
89 917 53
819 583 56
731 633 26
637 230 11
24 947 93
297 171 72
588 16 84
704 648 36
85 894 90
855 217 85
694 650 55
87 309 24
391 442 46
895 464 95
979 731 52
493 436 53
864 253 87
670 408 5
214 305 25
147 690 79
485 747 97
670 312 41
738 55 9
572 624 90
748 854 32
923 470 17
313 578 94
728 994 30
184 439 69
169 561 33
971 372 97
796 506 55
432 148 52
768 616 36
286 359 35
170 735 23
753 580 41
442 724 18
417 484 19
243 674 90
139 777 28
596 977 27
947 63 29
12 230 43
96 283 50
545 105 74
105 799 98
876 766 20
934 569 10
271 690 39
2 419 99
721 243 3
832 288 68
660 889 13
894 11 99
818 337 31
799 834 20
362 474 90
523 866 86
144 132 4
241 519 12
970 430 43
118 740 91
136 301 100
189 713 70
760 10 80
783 632 59
357 331 100
896 147 100
570 897 67
18 791 13
186 227 63
768 569 60
705 917 28
225 991 54
798 587 68
984 837 100
259 361 5
968 292 41
743 392 100
592 807 1
646 997 33
318 788 53
406 162 76
323 401 42
531 174 87
411 808 48
787 141 67
443 295 61
634 26 82
426 162 33
385 226 2
613 247 95
5 502 38
269 831 60
286 883 62
814 704 29
85 237 64
515 637 65
149 262 32
967 397 81
919 785 75
568 415 59
793 632 39
165 769 5
891 509 24
431 11 71
706 302 65
263 600 64
61 212 97
628 777 11
120 609 72
532 828 46
408 626 54
292 79 62
172 765 53
616 219 23
572 885 67
58 526 71
95 91 89
221 133 99
749 493 91
876 867 2
914 634 52
565 149 6
915 88 22
474 116 77
571 937 85
662 581 5
195 502 65
656 615 8
273 636 65
928 368 21
305 721 85
808 146 67
390 162 79
250 664 68
356 225 100
617 869 35
980 657 42
796 985 82
414 709 78
104 549 54
769 541 10
319 779 32
838 688 94
174 691 13
483 934 84
543 404 78
20 369 96
788 776 95
