20 100
5 1 63
15 14 99
14 1 2
4 0 38
19 3 63
14 10 89
10 19 100
0 13 42
1 7 48
0 18 72
11 4 82
8 15 83
13 14 38
18 18 45
6 12 65
4 9 88
10 3 28
11 9 64
16 4 34
17 18 13
13 5 6
16 19 82
13 12 8
9 3 36
8 2 65
12 5 36
9 12 2
1 6 18
9 8 90
14 9 3
12 2 77
0 12 30
18 11 89
5 12 80
16 19 11
2 8 93
5 8 16
1 15 29
10 9 84
11 10 70
2 7 57
7 18 30
17 5 1
13 3 1
19 15 15
17 19 99
1 12 4
11 5 36
18 19 39
0 0 76
9 0 75
9 12 7
0 2 77
9 16 39
7 19 45
19 3 77
1 17 46
16 12 89
18 8 43
7 15 70
3 1 40
18 3 29
8 2 69
13 0 63
14 6 60
14 3 53
17 7 89
19 9 86
14 11 24
14 13 9
15 8 61
11 4 22
7 8 13
1 6 90
3 0 76
4 18 68
1 12 50
7 7 74
6 1 39
13 19 92
13 18 88
14 2 33
7 6 10
18 4 12
3 14 42
7 11 83
12 4 61
7 6 12
3 12 28
10 8 22
18 2 37
0 11 59
15 3 36
2 2 20
18 19 36
2 11 24
14 4 81
8 0 89
11 6 13
4 5 86
