500 2500
107 314 37
317 373 86
428 221 76
452 419 81
83 171 84
494 314 9
253 11 87
465 291 94
277 219 15
293 272 90
219 278 34
102 476 100
128 373 13
412 294 72
388 359 97
50 92 96
391 323 62
322 211 1
279 192 24
21 58 45
314 484 30
370 463 51
118 223 29
447 302 78
297 300 100
13 389 72
205 375 54
7 263 79
465 201 19
376 118 99
18 384 65
49 39 77
11 418 27
4 329 36
296 321 52
186 349 24
329 329 49
226 222 10
474 483 82
194 488 89
67 467 100
110 371 41
262 120 69
191 105 84
253 237 44
26 421 12
349 12 51
464 476 90
125 372 12
109 416 28
48 242 41
101 187 30
251 29 48
219 279 47
203 47 10
329 80 23
167 474 74
226 270 54
61 131 9
356 447 68
119 214 43
254 62 39
284 487 99
141 18 50
309 37 16
377 351 5
366 44 40
31 346 40
357 58 73
325 192 4
420 356 1
385 319 30
119 221 44
233 454 63
233 442 82
268 270 27
346 255 11
496 166 51
474 40 77
258 263 4
227 470 50
419 412 46
191 236 13
87 150 6
49 266 95
282 384 86
465 20 65
58 276 4
277 181 18
83 360 91
50 60 38
349 378 87
395 166 8
105 257 10
338 262 18
348 181 73
297 307 73
218 294 100
376 326 83
101 272 73
116 228 54
317 128 62
233 60 51
486 329 17
295 369 14
37 301 77
59 21 16
238 494 79
15 229 42
163 202 65
97 143 99
200 52 36
425 379 26
425 152 44
164 359 40
178 375 99
407 65 54
224 407 19
330 22 70
174 147 90
33 316 94
17 109 51
368 247 62
137 131 16
379 348 28
281 273 74
479 481 63
293 250 8
25 413 95
160 462 83
315 218 67
455 20 76
150 173 5
130 352 67
193 29 51
448 474 75
167 223 8
253 386 81
40 15 42
122 191 68
184 407 7
70 427 83
22 376 3
175 26 29
40 483 98
141 336 57
83 157 72
173 21 18
312 407 81
212 493 46
489 252 64
241 489 11
192 36 70
360 266 88
59 122 92
286 30 64
147 456 13
145 387 35
22 433 80
384 232 43
107 422 4
109 413 76
215 267 86
206 396 88
486 190 89
354 428 48
290 351 69
17 185 63
21 11 53
276 49 88
387 283 27
146 357 46
447 286 58
426 40 19
198 64 54
64 86 42
359 227 6
90 413 74
372 189 42
431 97 67
7 50 71
78 383 93
271 40 46
50 186 22
402 485 51
417 245 32
441 400 75
398 237 50
104 141 34
36 175 68
13 466 10
397 63 52
9 307 3
359 278 86
229 416 43
67 8 24
268 224 7
335 307 17
20 470 85
393 285 23
220 475 83
20 341 29
216 204 96
291 368 26
193 405 79
42 294 14
76 297 51
274 282 78
360 100 85
436 173 65
106 199 72
161 341 90
446 358 75
264 306 75
0 57 38
201 375 19
275 279 36
449 472 72
74 76 33
306 200 93
398 363 43
249 330 2
204 232 22
481 262 34
370 347 21
458 414 81
219 38 46
347 227 36
10 332 30
179 416 19
310 83 34
266 220 73
309 94 36
202 386 29
96 214 15
155 112 53
313 468 24
455 291 10
462 332 62
473 157 27
148 283 66
454 379 37
445 373 88
84 154 4
254 146 90
355 471 40
181 127 8
279 365 65
64 437 12
446 426 53
159 355 45
361 274 80
140 175 70
296 254 36
166 426 88
473 23 26
113 357 96
0 338 52
293 482 97
255 469 87
224 474 73
474 62 58
302 154 74
367 45 38
364 63 52
139 96 20
298 233 20
1 484 86
371 159 98
220 386 39
298 90 93
471 38 56
394 38 8
471 486 62
26 108 8
1 11 64
79 474 12
98 166 73
83 290 30
490 466 32
52 306 73
148 118 86
77 491 51
318 92 84
32 440 25
7 104 19
37 225 24
233 317 63
469 325 21
109 83 56
249 153 73
245 237 42
50 315 73
362 311 24
227 332 19
101 279 30
433 76 41
473 391 95
410 167 13
423 411 87
116 338 33
498 225 78
378 92 81
438 32 59
224 164 52
265 423 86
273 10 73
252 71 11
221 48 25
180 376 23
92 33 19
137 467 88
408 56 45
159 156 71
37 437 90
253 59 91
228 123 51
252 46 47
320 82 82
24 440 50
221 413 92
74 331 10
5 285 11
174 31 72
224 435 27
234 416 1
194 0 64
234 290 70
7 198 18
199 445 51
100 197 84
57 246 62
108 288 89
197 251 100
358 49 13
123 4 25
315 383 7
426 198 15
425 439 57
379 285 99
54 15 40
256 253 7
53 94 52
358 190 79
