40 200
38 15 91
25 27 36
25 28 78
6 35 57
33 26 83
39 2 22
30 16 28
28 10 19
1 14 27
18 8 68
37 7 42
31 0 55
2 11 85
11 5 11
21 14 74
7 38 47
28 11 13
20 6 30
34 32 26
30 38 29
0 25 94
27 1 47
15 11 35
14 27 25
10 0 74
4 22 94
10 5 66
26 9 22
39 30 35
1 22 15
3 19 99
23 7 17
7 24 91
37 26 61
33 1 7
3 20 65
35 19 48
39 21 84
34 26 37
14 6 85
10 7 51
36 14 81
2 34 96
25 16 97
16 26 46
14 6 42
6 8 29
23 21 55
16 15 48
18 13 20
15 39 54
17 8 27
24 1 73
8 8 11
38 19 53
11 5 54
32 34 40
28 25 26
16 18 8
22 11 85
22 38 39
11 7 30
31 14 44
7 1 59
34 20 51
32 34 88
7 9 85
9 29 95
2 38 20
34 10 6
18 27 25
31 26 54
34 25 22
2 23 38
27 37 27
30 29 88
18 21 96
9 38 15
22 19 10
34 29 93
19 29 75
34 3 70
9 18 65
14 15 95
12 22 28
20 25 75
0 22 23
25 22 60
30 15 96
7 32 26
29 8 39
17 28 98
35 37 14
5 8 76
34 26 9
28 12 70
13 11 54
23 31 24
39 20 90
20 29 99
10 25 34
18 14 68
31 24 59
32 22 14
21 20 46
15 33 16
4 31 68
12 39 22
25 37 36
1 37 86
32 31 69
24 12 25
21 9 24
28 25 79
10 7 69
20 14 2
27 19 76
3 39 29
28 36 63
6 13 23
13 29 12
5 22 5
4 15 66
29 5 42
24 17 34
36 31 78
2 28 56
2 20 38
7 32 75
34 11 48
25 2 22
9 6 93
8 0 55
39 0 10
20 19 65
38 7 11
17 18 9
31 36 82
5 7 56
36 8 25
23 34 77
16 4 73
36 5 23
33 39 3
4 22 40
36 14 46
32 26 46
36 29 3
18 17 24
13 23 7
31 6 97
20 24 23
39 14 8
29 1 62
38 11 67
25 17 81
6 10 75
25 18 13
32 24 100
34 37 37
14 23 67
11 2 26
17 29 6
25 30 97
27 36 19
25 5 68
16 25 53
19 25 94
28 32 11
23 31 8
37 32 63
31 16 43
6 20 57
15 31 86
21 19 33
37 35 45
22 15 49
6 17 81
6 36 61
12 14 85
8 19 58
38 10 10
9 36 36
3 32 8
17 1 56
23 7 66
26 26 10
8 9 24
38 9 26
7 33 39
12 33 55
11 15 15
15 39 33
33 36 60
21 21 65
31 29 49
0 27 84
10 15 15
10 6 60
18 31 3
