100 200
17 74 9
22 13 6
93 77 98
15 11 14
42 70 45
84 79 17
24 66 67
63 57 46
14 80 61
7 76 72
37 71 98
39 77 63
90 52 19
79 38 28
82 92 43
73 17 78
78 72 39
47 64 68
5 57 76
56 62 100
76 51 33
75 88 31
88 25 80
97 50 37
68 16 64
45 8 78
61 69 61
27 7 83
58 93 10
24 94 81
66 34 60
99 49 96
0 56 8
7 53 43
57 67 84
26 56 15
58 97 10
17 51 11
16 73 52
12 5 49
28 67 22
69 67 98
72 81 42
13 76 91
24 47 68
58 63 62
66 2 88
24 15 26
54 54 21
39 33 97
21 60 19
61 30 3
8 42 97
72 0 67
23 92 70
54 60 89
92 45 84
35 8 16
37 42 66
35 85 48
59 74 71
79 11 89
3 58 21
98 65 15
13 20 37
63 48 95
19 63 9
78 63 34
85 93 63
22 27 90
39 55 45
65 50 72
68 68 10
21 96 36
25 41 52
50 58 6
34 77 17
54 7 18
25 27 94
2 44 25
39 26 43
62 12 35
50 98 9
25 53 33
71 87 73
71 73 21
81 36 32
62 39 93
71 19 22
90 20 93
65 88 82
44 59 20
74 73 36
55 64 74
14 67 91
53 29 16
67 91 97
35 97 61
44 33 68
34 71 30
14 79 24
18 5 68
42 36 2
37 37 39
12 38 64
12 28 70
6 44 14
64 0 11
84 34 69
80 94 45
1 58 47
42 5 62
96 61 17
45 56 37
17 19 17
0 84 31
63 39 69
57 5 74
57 89 61
26 80 67
64 6 43
12 84 62
92 4 82
29 30 86
24 26 15
7 79 26
30 28 100
26 72 100
62 26 57
64 72 27
34 45 9
2 79 76
33 81 81
81 83 39
86 13 59
68 75 69
67 23 38
94 24 62
15 57 15
32 76 81
40 39 87
19 13 24
22 4 54
73 79 79
46 74 89
19 78 43
69 85 62
99 82 44
43 95 64
9 13 14
99 72 19
13 59 94
6 41 33
73 74 9
14 45 71
35 1 64
20 48 87
64 63 44
29 54 30
36 56 66
37 91 30
84 89 99
97 41 21
44 73 12
73 59 88
71 65 15
55 42 53
57 8 14
33 25 57
37 49 77
74 80 21
68 2 93
27 65 67
31 81 65
28 40 72
27 88 41
16 38 28
60 5 48
22 79 87
67 20 17
33 97 17
17 97 9
89 78 94
40 2 22
48 4 15
94 91 83
60 17 6
56 95 52
61 66 10
71 73 69
52 98 24
39 30 24
90 92 90
17 67 74
62 76 27
98 20 3
11 44 40
27 76 25
23 53 69
32 69 95
