20 100
17 6 24
1 18 31
7 4 94
0 10 22
4 7 10
4 8 72
12 11 59
7 3 54
13 3 15
11 14 85
0 5 80
8 13 35
1 1 24
1 11 25
6 18 34
10 9 51
19 8 27
9 17 57
4 4 65
2 15 51
2 0 67
19 13 50
16 16 20
16 8 50
7 16 85
10 5 92
18 5 5
6 17 86
7 9 53
16 7 62
15 13 12
7 2 16
9 8 80
6 14 74
0 12 46
4 2 55
11 0 44
1 11 26
1 18 75
3 11 59
4 13 2
15 18 56
3 8 51
4 5 41
10 15 67
10 18 63
11 18 60
15 12 97
17 4 16
17 2 44
3 1 64
17 15 2
12 2 62
19 6 87
19 16 6
11 8 40
10 14 76
17 3 12
8 4 37
12 19 41
14 6 8
6 18 50
3 8 55
18 0 90
14 0 16
15 9 21
1 3 77
1 19 3
17 5 8
18 7 34
0 18 72
11 5 29
17 18 47
13 6 8
18 12 88
18 5 57
11 6 49
19 15 26
12 6 28
5 17 35
3 6 1
19 15 1
14 14 89
13 9 32
13 14 82
6 4 23
1 1 16
0 5 49
14 14 95
14 7 81
13 5 89
7 12 97
4 7 52
7 18 36
16 1 93
11 9 7
18 7 16
17 11 65
2 9 24
9 17 26
