20 100
14 12 5
13 6 29
4 15 57
4 14 26
12 2 93
7 0 18
1 0 65
3 5 8
2 11 13
2 5 46
12 13 1
19 12 78
9 3 9
12 1 81
14 5 62
6 14 56
4 9 36
7 7 65
14 18 72
1 6 68
6 2 15
11 10 42
15 5 57
16 5 1
13 10 30
0 5 44
11 16 77
18 7 35
16 18 12
5 7 19
12 4 9
1 5 59
1 18 65
16 2 14
7 9 76
3 13 6
6 7 67
3 12 56
12 6 55
9 4 62
16 11 30
7 10 54
7 19 13
15 4 18
7 15 35
11 17 88
13 11 7
12 13 65
18 4 74
8 15 34
14 0 77
19 10 61
6 18 97
1 17 64
1 10 87
13 2 71
19 1 14
9 6 47
1 1 55
11 14 76
2 15 5
10 17 94
0 4 98
10 1 92
13 2 42
9 12 8
0 6 49
2 8 37
0 6 19
17 16 35
18 10 92
4 14 93
19 13 8
12 10 19
2 6 35
18 1 87
8 10 3
1 2 44
1 11 83
14 9 17
3 7 73
11 13 46
15 5 72
13 11 96
3 17 77
18 17 69
14 2 58
1 14 68
1 0 61
16 18 66
4 3 83
3 1 37
1 7 91
10 13 1
0 11 44
4 8 40
15 3 33
11 6 48
14 1 84
3 15 74
