1000 5000
375 628 62
541 586 34
90 857 26
896 361 88
466 933 89
390 174 87
503 862 98
37 587 94
259 302 20
662 507 99
283 906 63
883 918 52
948 752 57
422 302 50
878 875 24
393 830 15
312 419 70
137 589 20
118 632 64
637 627 39
54 994 12
97 251 22
412 454 99
834 883 54
421 48 87
84 815 60
5 447 86
391 507 95
545 730 30
664 888 57
611 945 90
969 401 24
776 337 44
881 862 78
776 456 40
742 2 100
562 323 62
442 589 99
834 608 38
712 749 53
100 685 9
444 914 15
355 762 33
619 884 67
353 155 60
32 788 56
327 663 83
594 949 23
503 969 37
399 845 26
592 963 1
14 718 71
72 241 45
382 960 55
781 951 28
887 741 71
82 424 70
422 91 41
688 415 44
554 290 28
999 687 28
530 312 95
972 864 77
538 681 76
228 343 100
110 309 72
349 921 72
507 328 67
824 576 25
868 316 47
709 613 57
866 236 65
120 111 78
938 706 24
998 530 92
16 893 65
172 885 48
481 168 70
281 721 83
976 990 97
312 48 66
745 345 5
163 225 81
497 69 33
278 724 1
450 149 52
719 786 28
52 977 75
366 975 49
323 19 1
607 560 76
213 515 76
96 884 75
542 75 13
382 512 88
880 250 45
420 766 29
40 87 81
766 910 82
44 770 88
63 937 66
231 877 83
130 361 51
798 111 95
369 700 92
39 459 26
519 43 96
348 667 59
770 321 81
714 844 85
111 770 68
119 23 100
444 839 18
536 447 96
255 932 96
258 72 65
696 730 49
35 471 93
927 853 3
264 278 49
196 711 99
153 610 100
195 260 79
718 919 78
257 773 20
897 76 43
156 491 3
356 475 23
998 958 32
559 740 30
526 698 24
244 807 24
512 682 99
823 846 80
329 351 19
972 630 97
109 816 82
80 455 63
227 79 91
954 895 10
329 240 4
370 302 49
634 521 82
738 836 34
14 826 33
783 529 40
335 438 78
765 940 53
894 156 71
421 805 32
856 18 19
224 609 22
616 641 75
617 981 59
738 318 24
9 489 22
767 686 59
815 323 9
764 791 84
544 402 78
676 611 52
21 126 59
168 570 61
809 519 8
448 856 18
176 767 53
527 656 70
484 844 14
190 32 73
422 965 34
752 188 51
848 548 64
496 460 37
202 536 78
390 453 2
122 961 51
11 301 88
43 990 9
861 462 52
328 373 89
207 643 71
941 277 80
693 544 15
851 510 33
417 873 74
205 186 92
855 809 23
626 475 20
886 70 90
601 915 52
326 36 38
177 70 19
958 37 64
970 934 31
579 889 34
505 367 56
760 784 88
73 905 63
915 523 33
786 803 45
7 910 90
737 610 88
567 353 30
769 449 20
398 767 69
912 132 39
116 290 48
204 727 53
492 566 81
649 63 77
880 995 91
855 261 48
185 838 69
776 818 22
170 213 16
914 276 87
331 329 95
461 912 90
219 917 57
240 851 90
954 976 60
822 2 78
535 74 22
65 567 50
963 533 24
467 936 95
901 226 42
108 995 25
388 455 99
805 681 62
890 83 88
251 479 91
740 806 42
892 291 97
627 768 31
586 129 8
688 426 33
611 56 87
28 421 98
222 792 15
427 724 100
664 430 45
617 444 25
268 778 26
447 250 37
874 78 46
13 942 42
154 919 95
402 633 27
28 206 59
814 339 8
637 196 95
141 16 68
164 295 2
62 172 3
655 572 62
890 866 70
93 143 17
605 197 84
873 907 37
7 660 17
933 668 14
189 438 21
890 898 76
582 696 1
162 25 32
307 893 20
828 685 63
199 407 20
906 388 26
188 880 100
31 754 26
476 525 93
906 414 44
212 615 28
925 359 47
472 473 62
177 265 4
403 637 2
181 107 95
716 21 42
232 982 48
536 75 48
901 793 96
127 409 9
871 477 75
636 826 54
369 881 54
182 322 1
236 88 34
991 561 70
649 350 89
948 767 60
471 255 45
464 581 2
86 683 25
119 234 3
213 359 50
278 938 86
487 808 40
544 59 86
39 69 69
774 479 54
936 224 27
984 270 87
867 202 83
687 767 72
890 319 23
652 281 29
797 458 62
784 870 52
455 668 25
576 477 17
142 405 36
936 358 26
155 736 74
205 515 70
754 556 12
983 960 99
260 853 61
687 809 12
105 901 6
27 633 2
314 914 89
226 895 42
126 110 50
885 214 75
633 519 97
335 974 73
343 710 25
335 333 25
878 858 35
870 221 96
179 772 45
530 898 36
712 9 34
819 655 22
791 217 37
17 342 18
128 758 15
938 290 42
952 914 18
983 614 26
585 393 89
163 160 8
388 826 56
594 178 97
581 989 8
11 632 90
166 46 91
865 338 43
193 340 33
330 253 63
930 926 79
218 61 91
491 515 23
764 644 51
902 635 53
150 928 31
160 435 9
147 879 15
246 857 95
392 310 51
819 519 44
377 357 84
949 168 11
159 818 64
127 308 41
417 216 8
163 413 21
504 379 66
419 292 45
983 524 34
506 673 56
530 321 22
657 547 28
485 854 56
363 933 42
526 76 66
107 543 40
854 143 7
854 436 4
654 729 56
80 708 10
909 194 28
247 11 48
56 561 98
602 699 28
563 957 19
205 901 85
960 451 72
878 0 33
545 83 56
773 450 30
980 439 3
957 338 1
152 990 91
790 581 75
958 249 83
969 478 40
752 791 41
388 589 3
577 334 20
165 557 79
747 805 70
902 480 91
222 652 34
158 910 86
334 570 100
409 286 38
255 209 2
622 501 80
906 976 66
176 190 16
715 556 48
59 55 49
695 968 27
929 893 62
319 515 6
481 25 35
497 65 30
868 142 23
786 922 56
875 116 84
450 230 67
989 513 60
272 615 10
325 100 53
715 610 89
256 840 12
559 171 25
739 90 40
973 574 94
46 398 72
322 478 54
821 820 58
276 929 67
860 329 35
148 507 89
518 31 40
243 162 61
516 733 74
84 123 38
27 257 96
879 471 30
686 879 4
717 75 5
592 484 64
107 889 64
142 923 93
215 715 33
474 696 97
374 995 3
874 736 4
246 99 34
7 961 72
52 626 38
804 42 87
770 919 70
369 167 56
2 42 91
356 68 84
394 762 22
754 837 19
73 388 1
268 363 81
804 850 6
277 904 47
710 389 5
139 172 17
620 479 64
57 102 67
623 167 58
846 873 27
781 994 80
851 78 36
394 333 40
820 166 92
626 959 36
801 387 91
457 404 88
2 927 4
629 973 93
895 766 77
439 53 77
697 79 25
455 540 15
747 605 48
831 401 30
65 698 16
933 462 13
678 596 96
128 562 95
950 468 2
764 813 51
753 699 22
30 646 58
634 488 39
132 891 4
784 341 2
257 789 10
594 798 100
666 538 17
817 562 94
616 869 53
572 838 85
759 588 38
14 110 46
367 224 78
891 382 95
697 117 51
331 481 51
210 289 81
664 85 20
176 76 33
479 375 16
831 925 50
624 23 30
715 700 33
883 783 65
123 953 68
393 564 95
6 886 87
342 33 67
236 721 49
727 612 66
15 346 53
63 610 30
315 712 33
339 281 74
708 370 88
779 464 41
731 56 27
968 885 30
520 716 35
731 589 63
975 312 34
775 874 22
879 184 7
648 68 33
785 907 29
185 377 2
320 980 1
213 533 44
267 372 68
785 518 18
267 618 77
860 388 26
365 234 25
935 429 51
777 932 68
59 247 17
407 604 59
763 589 58
271 281 7
393 629 49
466 644 40
782 422 49
832 521 99
690 532 31
330 65 79
41 129 99
870 730 90
248 123 77
154 555 90
59 333 70
535 375 66
389 301 1
354 697 35
501 581 1
368 529 42
562 217 94
547 83 76
361 120 59
869 748 81
270 937 54
351 45 85
180 362 8
279 280 12
158 915 13
712 612 26
283 849 71
867 991 28
191 30 54
94 455 1
391 979 4
950 908 42
820 70 8
738 167 7
371 418 74
393 753 71
431 874 58
437 895 68
572 18 67
87 964 67
422 508 67
971 527 99
833 455 14
833 193 26
390 437 76
848 340 29
18 955 76
691 832 49
174 122 55
510 284 58
808 768 54
495 830 31
839 611 54
646 558 70
840 342 77
123 631 86
500 544 40
32 68 37
916 570 50
725 33 65
644 206 66
825 713 87
455 502 15
879 797 53
381 245 81
277 458 96
879 223 36
345 704 63
46 966 80
449 181 50
936 785 83
75 376 96
638 717 65
27 659 79
280 663 14
468 31 86
830 111 70
165 496 73
269 618 22
667 11 2
902 607 9
502 837 42
672 142 3
896 668 69
973 903 91
513 16 16
500 645 5
724 119 92
0 324 62
787 439 53
468 185 15
547 94 71
590 879 47
321 427 47
593 862 21
790 839 55
410 18 52
261 752 77
847 315 1
648 228 12
289 239 52
144 254 66
138 121 50
184 188 48
354 451 54
209 972 58
248 41 33
317 224 54
244 591 54
247 547 33
894 420 35
542 506 34
280 623 14
926 665 6
353 292 29
996 206 56
361 100 47
242 958 63
920 446 62
108 603 83
389 700 38
602 903 3
342 619 29
808 474 79
279 405 100
307 444 19
126 1 21
389 609 28
539 756 17
63 577 69
993 39 18
484 681 55
185 545 64
397 467 23
134 559 64
427 796 2
891 284 50
527 22 45
133 790 17
399 867 87
420 851 74
399 952 13
755 319 67
518 801 2
794 956 5
620 257 34
744 358 66
947 543 45
735 963 64
398 563 78
437 885 59
564 911 66
245 203 27
840 194 71
495 348 29
923 783 65
821 673 77
513 783 22
490 302 70
805 134 66
372 235 86
39 893 29
792 307 7
806 987 19
669 184 98
488 607 40
295 571 88
741 717 99
434 948 7
861 299 64
96 626 38
733 588 13
161 355 3
128 438 88
131 862 34
174 540 81
981 243 16
552 808 14
331 129 2
633 952 24
184 608 1
61 960 42
30 508 44
119 492 53
235 492 87
502 332 63
261 285 87
789 281 87
298 413 82
990 81 61
417 496 3
374 921 36
591 823 69
57 90 47
259 800 18
839 669 76
722 483 49
387 538 75
210 859 14
344 774 31
169 767 85
845 175 41
173 807 83
520 179 27
768 887 87
893 545 33
781 416 21
653 387 98
837 388 62
110 206 14
367 169 87
847 587 6
855 744 26
479 481 35
842 614 11
923 318 68
537 392 8
874 88 75
221 696 21
444 422 27
492 192 51
878 190 73
218 149 96
23 145 92
714 822 62
757 433 22
529 512 66
72 965 75
896 853 44
136 835 29
849 676 72
691 165 83
64 856 31
1 490 91
364 923 63
992 318 25
410 717 60
509 670 61
207 739 68
52 206 89
735 962 42
932 252 48
143 841 15
339 876 100
176 526 69
863 543 89
74 89 95
259 18 77
121 545 45
874 464 23
463 891 7
38 441 38
869 920 93
350 577 24
166 753 51
848 382 23
257 584 84
793 262 34
770 173 30
331 456 89
340 112 86
792 379 15
131 265 65
706 338 26
291 618 61
207 882 23
412 149 51
500 190 35
30 574 82
932 960 39
407 218 72
674 549 7
209 572 58
966 675 3
880 19 97
804 216 85
189 65 74
70 460 15
534 259 60
605 629 43
157 243 76
97 901 59
78 811 68
581 23 63
249 705 20
78 940 34
473 891 89
888 396 82
501 54 49
832 424 11
777 456 38
303 304 73
832 702 50
614 725 41
414 712 94
819 246 52
405 725 59
320 25 86
873 422 97
453 147 50
368 976 5
76 127 16
953 954 63
645 938 100
917 426 80
393 405 8
972 272 1
355 949 97
970 893 17
98 622 82
287 317 49
271 431 36
547 671 90
982 762 42
956 103 50
173 332 100
837 340 89
412 459 14
614 120 14
331 44 71
154 975 57
205 926 20
772 838 7
645 827 29
750 429 91
869 943 93
763 452 80
605 61 17
437 345 84
785 401 1
861 920 19
239 794 49
154 739 50
540 372 96
828 227 40
214 245 17
420 181 91
915 638 50
817 684 77
144 394 43
242 994 98
533 473 95
648 964 82
235 653 91
318 880 5
499 205 88
331 760 31
400 441 67
763 668 86
773 868 81
58 798 16
388 952 21
283 161 3
389 52 92
578 928 47
248 190 83
625 384 1
603 182 79
688 565 59
844 75 73
734 10 95
944 211 28
250 379 40
429 364 85
814 464 100
132 580 2
172 743 11
631 75 14
88 320 64
405 343 94
347 723 45
385 83 9
718 259 79
954 246 32
412 167 72
890 497 15
720 581 9
382 835 4
180 318 29
337 428 84
987 715 2
243 945 85
258 209 65
620 504 6
721 247 97
879 851 13
229 348 46
