1000 5000
424 584 54
636 513 58
769 245 64
974 281 59
635 263 5
422 243 16
333 559 31
798 240 78
594 146 32
650 796 20
397 657 41
9 20 26
917 988 77
764 994 36
540 621 16
761 233 85
696 287 16
328 492 41
171 340 85
365 587 55
902 713 81
834 911 97
439 196 82
398 404 91
205 625 22
777 409 77
364 266 98
85 714 41
478 884 89
880 256 44
134 855 27
738 177 1
637 440 52
523 892 50
83 6 32
684 957 94
513 948 87
987 943 37
33 629 63
344 458 50
565 967 14
865 739 51
764 321 39
972 24 28
654 590 30
539 109 11
603 624 38
88 463 98
674 67 22
832 692 43
125 711 74
162 68 98
198 146 22
637 767 58
69 28 81
286 919 6
877 541 22
485 527 20
82 679 82
761 602 5
805 764 59
192 302 90
45 932 17
27 524 81
745 352 74
574 932 25
145 879 34
89 751 96
56 267 8
303 173 9
377 651 79
721 326 70
889 896 65
820 489 96
624 546 89
97 616 9
879 883 20
372 758 85
997 596 40
746 43 72
505 452 93
270 460 82
488 391 66
175 253 80
920 211 21
919 555 97
672 249 72
995 110 27
508 441 80
14 625 10
27 937 92
425 60 94
926 788 6
465 287 40
343 958 74
280 19 87
994 3 88
558 348 24
84 6 93
773 463 44
608 204 62
555 138 60
246 198 95
630 863 47
686 294 45
519 75 76
39 352 70
413 721 80
224 800 19
907 939 50
464 461 20
77 951 70
33 200 94
200 763 98
69 122 46
448 980 49
342 669 28
494 56 54
640 389 48
819 332 6
687 895 12
735 691 14
733 174 8
467 164 80
554 734 44
533 625 98
749 169 98
33 773 5
381 16 80
949 597 48
425 903 31
77 722 14
601 564 83
236 538 39
537 774 44
615 713 10
649 981 41
397 808 73
725 560 47
728 98 42
361 122 27
853 425 48
159 379 24
328 233 91
296 326 99
166 594 48
122 872 9
959 287 12
722 854 77
724 638 92
175 377 33
441 468 39
89 628 49
433 48 33
436 955 71
389 526 12
715 379 71
634 566 4
917 773 42
616 77 94
467 806 29
79 502 64
581 829 84
968 876 75
198 420 55
261 574 86
457 615 30
306 608 79
928 767 76
14 116 96
134 343 8
257 309 11
878 835 26
36 701 24
708 277 90
827 269 93
395 45 53
214 627 55
803 51 92
293 520 45
728 591 47
679 574 23
947 321 83
788 199 77
309 260 66
153 611 68
810 330 37
749 320 47
523 391 38
210 527 83
347 574 5
929 678 16
975 798 3
647 74 16
940 659 89
310 803 94
939 774 83
518 711 79
941 564 49
259 188 16
540 692 42
221 757 59
7 330 18
964 811 79
529 710 3
72 813 87
52 226 30
936 991 71
144 545 43
482 438 27
258 952 24
959 55 76
584 273 34
361 359 31
351 655 37
180 935 98
702 397 88
194 144 29
7 523 48
64 315 67
310 247 7
12 37 69
747 25 82
807 507 93
501 545 58
19 186 92
989 387 58
727 342 55
559 63 20
939 664 46
838 159 94
472 204 33
854 881 67
725 468 50
709 393 50
681 843 38
113 497 70
413 772 4
706 863 53
604 505 32
240 475 4
472 428 83
978 37 51
162 648 75
856 470 100
213 100 28
804 94 84
126 727 78
938 296 54
710 881 56
362 586 63
229 948 84
324 342 30
119 288 68
328 474 63
378 10 69
521 768 50
914 220 10
320 565 11
523 30 62
617 863 55
186 111 65
678 490 85
44 253 96
29 630 19
693 64 94
544 333 22
746 243 43
162 558 85
668 111 49
495 657 18
814 397 39
86 867 13
441 672 55
282 964 60
765 140 77
874 374 40
678 848 2
728 378 16
696 301 48
442 188 69
590 634 18
972 353 34
926 805 98
421 837 62
683 956 55
81 389 90
212 63 93
581 383 33
579 643 77
788 663 24
408 746 5
280 207 7
838 59 10
148 918 46
236 366 96
594 449 85
718 11 82
639 233 91
668 464 62
890 223 44
961 354 61
822 999 4
910 248 73
808 801 41
986 785 90
721 255 81
721 744 30
862 706 24
723 764 49
92 686 14
596 290 60
49 877 18
15 204 52
781 772 83
140 989 59
488 417 88
98 537 52
432 538 16
490 265 15
90 109 4
681 627 72
619 886 100
863 183 12
376 314 23
485 169 69
113 209 43
112 239 21
340 253 54
947 479 85
90 857 86
951 271 48
730 921 78
624 689 10
8 779 42
962 209 41
598 506 81
849 591 63
185 5 83
830 904 78
881 771 42
341 169 66
920 397 97
305 261 7
661 833 2
908 22 71
854 228 32
681 860 18
498 345 2
921 525 18
74 471 1
388 371 70
597 261 26
848 451 70
273 300 29
86 472 24
440 998 51
227 433 76
231 453 27
186 103 55
834 96 86
200 319 46
502 420 4
985 949 34
312 275 52
270 996 32
701 892 51
205 165 2
813 697 13
507 849 23
825 493 20
301 348 99
375 248 100
809 875 92
489 466 7
267 582 43
95 645 47
378 667 28
610 762 77
259 303 19
222 712 74
675 566 28
325 723 83
770 400 1
749 20 96
215 8 25
843 547 35
191 958 98
555 635 53
309 213 62
799 758 3
846 121 69
974 788 85
910 907 70
322 243 90
983 352 46
937 483 66
265 332 73
219 55 96
555 834 14
441 939 57
267 984 97
174 972 73
260 915 24
180 382 79
475 731 68
457 277 37
581 493 99
383 895 21
36 921 24
998 766 52
855 123 37
212 276 28
742 0 8
647 339 68
326 770 18
223 104 99
643 581 11
926 963 60
608 954 23
940 159 81
0 116 17
973 892 17
716 672 80
898 813 92
729 761 60
661 203 76
475 91 15
906 688 79
59 405 71
285 362 24
348 216 30
456 392 70
939 824 93
345 699 91
622 906 55
829 948 17
328 716 76
423 7 58
543 693 56
183 89 68
110 452 70
330 581 36
228 236 75
697 876 94
436 784 79
335 189 45
662 638 59
995 472 73
147 693 77
285 886 26
536 19 85
44 94 36
395 60 24
111 788 41
558 990 61
396 546 62
144 575 31
604 858 54
684 51 62
979 663 78
930 310 96
856 804 84
411 380 8
518 472 63
951 908 36
655 793 45
714 979 22
835 683 82
584 125 2
50 150 34
387 126 47
205 352 57
259 315 13
497 260 37
910 444 69
265 787 6
210 557 64
77 704 78
854 241 34
896 576 64
57 8 1
249 859 97
721 28 48
332 592 51
726 703 25
708 680 64
894 316 76
108 163 12
747 134 11
98 832 70
564 748 59
706 554 14
516 376 39
173 115 9
6 888 2
460 756 93
729 590 67
278 181 85
551 685 36
958 40 83
236 411 7
835 976 74
734 881 39
73 599 26
334 639 3
709 167 18
679 993 5
398 748 6
587 171 30
444 544 20
852 587 85
390 718 17
660 667 57
88 251 8
538 606 52
126 228 34
812 485 20
15 765 74
162 918 40
905 917 63
757 27 85
889 273 68
180 1 38
550 253 49
392 628 2
190 656 41
273 149 39
693 883 73
375 591 60
395 726 76
115 809 90
387 33 36
596 924 12
964 724 77
903 494 54
503 744 22
173 112 57
394 756 26
386 566 7
364 922 15
58 482 77
516 553 34
399 109 1
484 411 27
333 353 96
845 900 74
197 996 78
256 314 48
942 47 25
608 311 78
117 931 82
74 478 78
298 752 80
753 992 72
402 483 78
522 430 76
710 765 24
174 660 19
938 202 95
563 573 22
720 181 63
5 604 41
119 562 62
256 575 79
477 882 74
643 687 57
428 613 60
600 361 24
528 900 93
265 897 70
824 575 91
393 241 56
748 817 27
400 273 30
300 16 6
878 410 35
746 407 78
940 715 95
820 111 89
50 89 28
564 187 24
140 176 47
476 173 57
255 46 41
263 442 50
961 869 31
31 93 58
798 270 7
13 100 83
987 300 15
602 735 3
730 496 65
620 882 95
334 980 96
833 561 99
359 703 95
371 707 82
142 567 65
920 778 26
520 952 37
951 978 38
741 631 90
227 666 36
844 638 91
875 220 22
935 817 64
601 159 75
969 221 16
916 286 3
225 508 88
724 977 51
162 479 3
650 447 92
263 740 25
172 262 22
69 997 10
584 44 96
970 635 98
380 280 51
741 632 45
322 854 32
457 401 18
319 264 71
338 399 70
314 148 52
330 83 12
693 290 47
131 490 92
363 469 32
556 965 2
915 88 19
521 645 48
236 425 89
24 264 62
671 517 86
78 344 67
357 331 34
771 772 13
402 904 26
15 237 33
778 89 5
773 759 89
231 642 18
804 886 10
984 633 91
207 311 95
148 716 49
984 816 30
165 20 13
467 742 46
686 571 39
922 244 2
688 994 49
944 744 90
547 527 35
590 11 75
228 537 19
96 728 67
565 536 76
19 330 94
768 769 93
128 497 15
539 526 95
372 110 68
891 320 40
29 701 47
675 894 95
839 811 71
764 972 93
463 680 33
40 212 88
761 834 81
305 336 43
221 640 41
692 350 21
123 191 35
463 56 56
752 171 55
401 729 81
583 921 5
118 137 100
348 849 43
702 909 30
286 65 80
395 629 61
153 701 8
415 412 3
187 341 42
598 662 46
797 884 1
770 907 69
460 3 38
353 423 49
359 28 24
821 773 23
636 46 41
272 564 73
790 641 25
905 70 59
388 993 8
280 208 62
758 739 12
815 667 29
786 296 37
689 309 84
690 400 83
65 362 68
151 413 15
778 233 8
228 91 3
928 336 82
246 689 56
542 721 74
490 109 32
86 661 68
309 53 29
806 761 41
157 199 14
308 421 100
820 813 59
25 150 11
513 456 39
267 794 77
298 97 44
290 404 66
85 470 47
320 159 96
389 879 73
386 684 87
251 496 13
357 555 59
267 77 60
462 399 34
728 775 57
708 824 43
786 184 2
559 689 45
326 81 35
466 480 71
677 972 92
932 540 83
52 410 85
454 755 95
986 797 39
425 117 24
653 72 42
434 960 22
180 631 28
20 973 53
385 256 91
160 686 82
643 221 76
236 388 11
562 640 35
238 591 79
252 779 70
947 661 59
305 201 12
967 832 38
182 907 23
881 609 98
338 163 27
422 250 2
38 486 81
562 70 68
997 586 64
192 436 61
366 208 1
13 755 63
909 519 32
861 404 9
437 64 39
922 8 45
613 773 13
23 646 54
137 711 45
927 128 19
819 543 13
489 501 85
138 621 4
412 757 7
4 572 95
195 4 62
482 292 97
66 276 27
377 827 15
78 412 1
819 639 40
476 576 17
349 863 43
430 125 90
616 312 53
126 490 93
623 96 13
340 687 77
568 296 60
528 110 77
237 606 51
449 519 36
286 77 66
698 843 6
438 110 63
994 662 75
55 341 18
198 222 55
44 96 78
241 101 88
473 893 33
432 32 26
136 159 90
955 891 50
74 776 8
410 250 1
885 269 81
267 984 49
86 325 15
189 372 19
604 6 19
356 467 70
685 361 30
301 405 43
284 279 87
339 513 55
807 887 77
80 255 91
206 190 56
90 855 69
656 840 83
942 824 41
624 905 66
364 731 83
958 460 42
925 853 30
600 658 38
583 696 90
386 399 27
97 576 20
562 120 41
219 997 52
341 123 33
487 689 68
161 451 61
34 155 32
53 172 42
365 280 12
698 594 82
354 753 97
699 337 61
417 658 71
524 448 14
522 897 32
343 620 21
391 620 87
64 194 10
656 887 22
853 98 38
862 511 30
236 717 87
896 531 79
24 397 1
989 450 7
742 910 46
855 191 12
650 333 65
629 180 50
573 571 57
605 512 25
550 95 49
442 58 10
754 892 44
248 621 70
990 218 41
495 839 69
561 540 98
455 986 13
89 250 56
923 945 94
801 437 11
239 424 49
613 714 13
295 101 13
521 432 57
814 816 5
795 405 24
555 785 57
390 814 81
720 565 25
318 461 2
24 539 21
725 7 33
47 404 74
225 527 4
581 477 1
954 134 95
961 288 34
588 743 26
192 742 2
905 56 27
999 710 1
35 988 78
651 790 69
847 596 14
702 494 54
147 246 81
632 814 89
680 727 9
549 612 46
611 494 37
367 461 25
346 402 44
276 778 13
780 601 3
400 484 81
931 181 3
335 492 4
597 457 65
234 218 80
706 550 68
861 953 100
696 547 37
178 595 74
952 551 80
526 493 55
614 923 72
492 597 76
274 317 20
829 239 37
916 862 90
825 185 12
804 371 42
424 112 74
791 54 38
106 636 47
820 543 28
83 80 38
86 501 87
564 255 1
237 741 2
496 174 60
933 57 83
649 199 68
877 400 58
720 434 69
763 349 42
186 151 74
433 682 72
164 638 11
532 165 18
19 913 9
945 779 21
688 94 23
166 513 80
922 482 99
314 43 96
86 428 39
785 992 5
458 252 56
793 672 98
540 949 60
851 462 32
360 709 85
221 127 71
704 485 10
243 793 46
512 1 71
922 173 41
42 838 94
890 443 83
184 411 46
222 714 10
878 229 71
62 521 25
150 905 39
608 475 66
206 621 40
313 869 91
42 437 62
705 518 53
601 131 44
169 953 30
652 741 1
480 538 25
401 210 1
355 933 7
298 715 56
703 559 99
333 485 64
601 791 93
895 815 77
289 267 12
712 605 96
577 225 71
987 174 41
247 487 78
420 255 83
944 279 2
525 514 2
588 671 71
149 493 81
434 832 61
506 849 64
332 409 95
298 283 30
249 384 9
405 909 43
22 317 61
758 48 65
557 578 19
86 620 55
196 440 73
404 865 52
198 917 87
73 617 59
123 414 52
960 321 18
987 500 51
638 266 83
45 765 40
884 560 55
481 754 55
948 318 64
580 780 66
986 653 26
813 462 33
527 16 91
816 340 28
246 255 92
467 675 12
915 594 75
839 605 68
488 537 77
25 662 32
403 691 85
778 765 42
166 926 27
54 265 6
874 385 70
512 63 98
216 592 50
385 446 21
684 923 58
328 141 10
811 219 68
363 589 33
276 445 46
946 791 90
637 306 14
684 794 83
707 188 20
