30 150
28 15 97
25 20 6
28 9 56
19 12 100
6 3 18
18 2 62
2 3 80
19 1 16
22 7 4
12 28 8
21 6 69
20 11 92
24 11 96
12 0 66
10 16 10
19 15 92
19 9 86
24 2 26
9 17 78
28 11 11
3 11 7
22 27 24
7 14 88
9 19 38
8 21 34
18 0 89
17 23 97
2 8 94
22 7 65
14 14 23
1 16 88
12 3 52
23 28 87
29 14 76
23 10 91
21 26 44
20 6 49
19 8 69
20 21 81
19 10 99
29 24 87
25 17 55
28 7 96
1 6 59
28 21 62
5 18 20
0 4 73
25 14 20
8 23 81
27 22 11
6 16 42
28 2 96
5 4 19
19 1 84
1 19 62
4 25 32
22 5 75
0 21 38
8 23 56
22 15 56
14 19 20
16 28 10
16 24 96
21 8 38
25 26 46
16 3 6
12 23 6
29 5 70
25 7 75
8 21 39
23 20 21
10 13 37
23 11 5
10 24 39
27 10 95
9 24 41
28 18 15
5 6 10
13 5 2
21 16 52
8 22 92
0 25 42
18 15 81
13 27 91
19 9 17
22 23 56
29 4 55
2 13 11
1 15 77
22 13 86
16 24 39
18 8 38
9 15 89
28 12 41
1 5 41
27 11 50
1 8 64
18 23 35
18 3 93
16 8 74
15 29 53
6 20 22
11 10 99
4 18 65
19 19 22
12 1 52
20 18 43
21 13 6
12 22 67
14 19 20
2 1 51
1 2 58
18 14 61
2 24 75
2 0 40
10 13 22
0 10 14
22 0 57
11 9 30
6 17 46
0 28 95
17 16 94
6 2 42
21 24 20
1 23 92
7 6 16
16 6 61
14 24 48
16 12 89
19 4 70
28 15 19
0 1 1
15 13 59
28 23 42
24 25 29
2 21 55
13 29 55
2 21 3
1 17 65
20 18 17
19 13 3
6 12 17
8 20 1
14 21 56
20 13 37
10 29 39
7 7 25
4 13 63
5 15 76
10 13 4
