1000 5000
492 215 97
138 544 14
941 607 19
709 253 99
676 597 33
537 710 10
825 973 87
516 398 82
329 671 83
435 975 13
343 626 36
961 334 44
435 510 65
275 346 58
117 752 77
255 339 69
208 434 49
483 230 82
469 11 16
582 443 33
994 430 68
287 12 14
62 590 20
153 318 4
655 147 59
354 982 33
874 159 63
217 960 67
598 879 93
458 604 64
137 760 56
65 462 8
865 365 53
67 554 31
91 124 99
673 308 3
754 588 62
114 618 3
256 834 11
842 695 25
259 518 99
158 719 77
369 239 80
271 708 58
239 619 62
774 650 69
300 89 25
312 366 70
19 150 79
928 693 69
662 385 22
479 639 41
7 643 31
165 658 96
218 546 1
193 690 86
28 881 1
293 973 86
484 20 53
471 732 16
506 937 18
795 856 19
0 0 20
423 150 79
731 726 93
149 466 33
826 135 1
650 937 71
253 386 87
734 267 47
20 307 35
226 745 23
828 242 88
875 3 86
5 456 45
305 506 66
835 456 95
282 744 58
556 813 71
498 526 22
113 703 70
86 515 60
547 287 70
749 92 42
276 245 88
45 963 65
837 631 50
81 265 20
707 515 50
393 637 73
389 28 59
601 32 92
642 483 78
598 161 38
793 322 43
508 694 72
433 897 79
821 575 82
750 513 28
449 987 98
608 74 11
525 626 78
838 950 62
269 276 92
405 979 51
531 685 50
939 42 79
856 329 33
651 30 37
215 373 80
362 364 65
767 549 65
127 634 50
164 743 83
559 34 93
9 882 12
790 502 55
293 255 53
810 171 51
115 411 95
17 730 10
291 443 57
886 928 14
68 771 50
635 603 49
726 378 67
205 347 99
992 912 17
291 806 87
37 697 40
504 361 27
448 495 24
15 727 10
606 672 95
613 435 95
315 644 99
701 999 52
857 440 83
485 146 21
437 570 5
71 653 4
703 239 92
881 150 8
647 820 89
794 438 16
761 941 5
756 304 23
386 643 50
218 833 25
149 229 66
74 423 4
60 537 39
331 132 80
251 714 37
341 564 63
214 139 17
71 768 97
585 91 35
328 295 91
339 329 15
731 131 55
563 87 42
284 786 41
556 988 63
200 186 4
140 201 39
906 612 5
76 356 10
748 399 89
744 822 26
530 254 87
914 948 83
