70 350
40 69 40
51 65 64
53 0 59
17 11 72
45 28 80
27 59 49
13 51 61
39 41 15
4 21 97
11 65 79
26 7 45
42 59 100
13 2 18
48 48 55
66 40 8
66 31 4
63 58 35
21 51 43
33 43 53
34 49 32
39 48 94
13 64 6
8 33 52
33 65 69
26 39 83
5 3 54
20 39 67
68 51 10
51 16 67
39 13 26
69 55 45
20 66 42
68 17 55
34 5 13
18 39 4
48 14 43
22 5 20
41 55 37
40 19 37
3 56 38
65 57 55
19 10 81
12 58 9
31 0 96
46 13 3
55 18 31
22 33 10
45 60 69
27 4 37
22 69 28
5 23 84
55 61 96
54 52 97
34 35 1
16 37 76
12 29 49
40 42 47
4 54 73
17 64 99
38 5 15
40 31 56
38 18 55
9 6 24
68 40 96
16 10 52
45 62 43
48 40 62
15 67 8
37 1 69
25 22 37
49 3 4
61 37 82
28 11 31
45 3 19
49 9 16
32 24 99
12 19 89
62 47 97
32 55 74
27 24 86
68 48 13
62 44 99
20 45 64
65 48 23
67 39 52
48 26 64
24 10 88
64 67 56
0 25 43
15 5 45
17 41 94
57 41 41
1 16 43
4 42 48
13 24 59
12 55 31
5 27 71
50 17 26
15 11 59
56 69 65
31 13 51
51 28 7
45 59 35
37 55 88
12 37 90
57 0 100
49 18 24
60 42 56
9 48 68
57 29 34
61 54 89
32 17 62
12 41 12
43 32 81
35 60 39
11 11 53
24 39 94
12 68 52
20 54 98
43 69 20
17 44 78
34 30 61
66 61 67
48 7 28
4 34 45
59 6 96
27 46 57
39 32 65
8 53 93
46 62 61
63 48 7
24 33 8
69 66 97
14 22 12
17 28 65
2 32 28
67 53 24
41 59 68
10 51 53
33 52 70
7 30 31
17 29 63
37 64 58
16 37 37
35 28 55
12 6 63
17 34 13
50 68 49
67 31 63
52 26 64
7 52 64
35 8 35
51 55 4
61 69 88
64 29 93
35 11 83
44 0 37
27 54 32
21 38 79
3 7 2
65 42 57
18 34 88
63 50 75
35 64 21
0 45 65
30 14 16
27 55 58
54 57 9
13 42 7
51 49 86
40 44 57
23 46 74
12 19 68
52 15 83
40 46 40
34 36 43
56 28 73
23 56 15
26 56 19
4 17 10
40 56 29
0 34 47
15 53 83
8 15 95
58 61 15
43 1 28
43 46 38
4 68 81
61 30 88
35 64 64
58 45 93
43 35 24
55 27 79
67 0 19
60 19 85
53 54 29
59 13 62
65 50 55
7 31 17
44 38 52
33 42 51
0 45 42
60 69 97
46 16 87
24 22 62
1 1 1
47 34 77
19 39 45
47 58 82
23 40 19
47 3 36
15 10 33
67 60 37
4 6 25
25 14 23
20 18 53
2 28 86
28 32 82
42 12 45
69 37 16
19 21 88
41 32 21
63 67 65
40 51 2
25 48 100
31 7 51
42 43 10
12 28 23
35 2 52
27 22 74
1 17 92
6 21 35
55 59 75
68 54 37
2 31 94
60 5 25
50 62 35
38 58 100
26 13 99
36 43 49
7 16 78
10 60 31
12 62 13
1 63 18
28 26 27
36 38 37
31 15 17
35 24 76
34 43 40
69 57 36
58 18 79
8 65 56
29 10 11
29 31 30
67 10 48
64 21 65
59 47 2
3 26 85
15 15 11
23 48 21
50 67 20
48 7 60
46 69 31
44 52 61
13 7 13
34 60 50
43 50 91
64 9 97
10 1 74
29 67 91
4 35 63
66 58 24
10 23 65
63 30 81
54 8 41
29 40 49
52 19 2
3 26 9
18 36 42
47 51 55
63 1 64
22 1 13
44 63 23
69 46 87
45 24 16
50 11 6
61 38 11
44 56 66
62 62 14
14 47 19
6 19 6
33 32 85
27 59 91
69 35 100
50 42 76
49 10 54
45 59 36
15 44 78
2 39 42
24 27 94
9 53 76
47 5 67
18 27 100
55 68 32
6 15 12
56 50 22
54 9 52
5 47 30
37 49 64
10 47 57
14 32 92
66 7 93
51 45 10
27 26 82
57 24 60
65 10 71
0 35 49
14 19 35
39 47 8
63 51 44
34 34 74
43 43 6
33 34 11
59 67 63
47 8 42
22 35 95
56 2 58
69 2 89
52 69 28
0 38 98
57 46 4
22 41 71
23 42 51
19 45 54
20 33 75
0 59 12
68 13 99
56 2 78
41 24 63
67 46 1
36 19 23
3 11 17
67 43 9
7 46 88
58 42 11
22 11 69
49 51 60
19 11 35
34 56 77
60 4 34
