1000 5000
301 449 69
122 78 66
644 563 90
823 953 58
323 442 78
672 125 73
647 822 75
177 856 96
308 712 37
417 744 83
738 582 64
436 271 85
537 795 62
122 762 60
379 169 50
126 526 28
69 784 12
265 795 77
337 287 12
858 760 67
124 638 59
552 922 57
958 235 41
213 194 5
981 97 25
359 311 18
560 341 95
827 362 73
429 884 37
837 180 66
856 518 61
613 590 96
619 742 43
808 504 42
177 794 15
511 969 19
575 179 61
212 320 88
806 770 55
430 759 34
790 842 50
579 937 49
623 898 35
379 498 58
980 117 98
682 851 73
957 294 35
749 770 85
654 752 14
638 367 46
378 182 62
100 802 46
592 287 12
327 987 57
117 873 31
654 986 72
665 436 1
922 940 9
725 77 42
918 771 11
77 982 90
507 737 54
22 451 49
865 753 66
249 831 67
231 809 29
915 206 46
572 626 100
530 70 94
995 815 50
861 996 28
309 460 62
922 277 10
155 271 23
685 474 36
766 222 44
859 870 52
692 331 60
18 388 83
925 127 44
652 968 90
868 992 24
652 382 36
374 473 86
547 474 41
447 602 23
227 502 33
527 483 96
362 347 32
374 728 84
620 35 87
366 885 39
595 958 5
730 841 65
631 442 36
617 661 59
261 721 55
46 586 45
451 46 96
582 102 16
692 250 86
727 645 26
250 995 13
719 928 31
786 41 60
839 261 38
289 128 52
907 775 22
197 214 92
515 368 93
861 629 92
550 746 38
7 930 69
919 666 38
641 351 78
886 4 52
21 190 82
793 623 12
859 325 4
780 784 64
583 483 11
217 987 49
254 901 66
260 153 37
517 879 56
936 528 43
463 800 57
472 159 91
314 673 32
966 471 61
971 204 95
633 966 57
693 850 71
517 573 10
835 579 24
939 32 63
376 401 29
197 966 59
851 620 81
551 562 43
740 337 98
337 653 63
172 467 24
678 519 13
308 444 16
764 693 55
258 923 33
969 916 99
38 828 82
479 172 67
617 13 4
149 101 30
575 581 91
211 666 25
515 661 11
373 924 32
672 289 50
690 175 41
804 429 87
7 203 55
541 165 94
326 791 74
352 6 75
439 386 40
773 534 10
94 542 96
805 800 85
172 939 24
536 176 97
484 468 73
392 842 92
531 298 18
61 333 44
285 369 69
194 636 73
293 977 72
106 271 1
7 772 93
547 657 60
298 521 31
613 181 71
621 530 68
918 354 4
610 161 6
383 636 11
931 89 90
231 38 50
970 908 46
134 964 51
548 341 75
76 55 95
70 328 20
872 24 45
245 545 16
315 997 69
773 376 78
221 712 6
713 96 8
153 694 83
215 388 20
170 916 63
29 230 56
212 233 6
777 211 64
261 785 5
665 606 93
798 681 57
565 675 3
79 677 65
916 123 23
927 949 64
481 809 36
58 108 51
410 603 47
615 249 71
665 585 20
64 482 89
513 544 15
553 39 44
499 472 26
807 727 37
998 277 56
8 406 27
136 176 16
81 912 28
283 940 17
66 190 84
992 848 34
281 794 87
588 501 27
365 399 5
760 31 33
828 48 53
312 296 100
169 725 98
903 116 38
292 138 92
838 188 13
534 550 10
67 968 29
905 713 46
966 987 95
150 237 16
243 83 14
969 42 85
572 698 4
595 179 37
862 750 44
492 368 69
