60 300
53 1 75
29 14 66
59 43 95
47 52 53
15 31 21
48 36 61
4 49 95
35 44 19
45 33 18
51 40 48
18 26 57
23 48 81
33 33 22
12 58 80
45 56 73
0 56 4
58 14 25
56 47 61
12 22 60
44 52 75
16 10 84
21 51 46
2 26 4
0 18 56
30 45 64
10 42 38
8 23 10
11 51 69
46 56 54
17 27 27
0 13 14
24 0 18
15 9 96
22 51 9
37 31 97
44 12 98
15 42 95
33 19 5
8 37 11
21 34 15
49 48 41
31 20 64
42 58 53
52 30 74
57 47 57
56 52 29
44 45 91
34 31 52
40 6 16
4 49 21
2 55 28
57 14 22
36 34 74
13 30 21
18 12 29
2 37 8
30 24 70
48 0 53
42 26 38
41 56 35
57 24 25
12 4 42
38 45 45
22 10 62
12 17 70
43 31 59
50 36 12
40 36 3
46 46 37
23 29 74
37 52 55
48 52 23
10 8 40
0 23 54
16 56 72
46 37 19
51 44 82
45 36 20
47 32 67
51 29 67
38 2 3
55 3 47
34 49 38
55 44 34
20 39 49
22 15 48
5 5 12
30 14 8
34 36 85
5 58 34
42 24 62
32 48 23
43 54 61
18 52 19
42 16 59
57 41 64
45 20 48
36 19 91
40 9 46
23 12 61
13 47 65
57 7 21
3 25 15
35 39 16
46 57 93
24 47 34
46 42 31
11 17 59
8 35 57
57 22 84
23 54 60
13 37 4
15 34 76
28 43 38
38 26 65
3 48 92
25 57 86
28 7 86
6 21 97
26 52 33
38 7 70
43 13 36
22 27 58
13 4 72
16 51 68
33 13 48
25 14 67
31 54 95
28 1 52
48 41 95
30 14 50
16 57 32
27 22 71
0 42 82
17 34 84
9 9 30
33 15 58
52 25 3
46 4 6
59 29 63
41 8 12
38 29 35
30 14 74
24 40 15
10 6 49
7 16 19
3 46 72
45 40 96
4 57 56
23 32 18
28 32 66
55 41 19
41 40 48
50 15 33
3 2 5
13 57 81
53 47 34
38 50 29
12 41 95
8 40 28
39 59 39
21 7 50
22 22 28
45 49 90
14 34 18
37 13 84
22 53 97
27 42 38
28 39 43
7 57 69
11 14 61
52 31 6
25 20 31
55 36 25
3 53 91
11 25 30
1 45 21
9 58 52
33 53 68
9 30 9
57 25 47
23 44 72
7 44 11
41 30 15
33 1 57
5 1 21
43 38 74
49 5 35
5 53 85
1 57 76
23 5 13
3 30 53
7 28 74
14 57 45
33 16 89
7 40 75
56 53 28
40 50 70
10 58 23
27 45 26
57 11 12
43 19 5
25 25 86
36 51 32
6 46 49
17 3 59
30 10 93
52 10 86
48 43 64
38 20 14
30 43 9
45 17 45
40 14 25
20 38 5
58 15 77
12 13 55
34 45 34
19 19 6
2 38 17
15 43 81
11 39 13
6 14 81
27 16 10
37 36 67
53 5 70
33 30 60
23 54 69
39 0 22
35 11 92
28 3 90
50 1 51
55 38 10
36 6 77
36 36 91
34 55 28
45 37 44
16 48 78
31 8 15
20 25 40
25 36 27
48 20 33
8 7 23
20 41 58
32 46 88
43 4 49
43 28 58
22 23 94
11 0 48
28 52 20
28 49 51
58 30 79
26 3 38
6 55 27
37 56 61
10 7 37
1 18 22
17 18 98
17 37 15
25 11 68
13 29 89
5 0 100
3 54 1
39 4 83
16 50 80
3 46 91
37 5 68
2 59 73
9 37 39
23 48 11
11 1 57
19 15 12
9 50 30
54 41 14
17 38 80
42 14 12
25 56 50
49 40 28
47 18 44
53 48 13
28 31 93
50 48 73
50 30 82
15 41 25
25 15 97
55 39 29
53 16 98
25 20 11
57 27 79
39 39 18
41 4 38
5 51 21
26 48 27
4 28 54
39 58 40
18 7 88
46 23 58
33 43 52
6 30 99
50 19 14
47 12 61
