500 2500
346 294 78
403 291 100
397 167 6
322 409 77
408 226 43
355 234 75
467 314 16
117 184 41
417 427 63
457 213 6
65 24 64
292 65 74
40 78 48
16 300 100
467 377 55
357 395 30
362 189 37
110 402 8
215 399 71
40 436 41
362 377 64
390 325 21
96 370 94
144 315 73
446 466 40
438 264 95
17 396 92
216 77 61
149 220 95
357 410 2
284 458 3
318 335 13
468 361 39
187 341 74
470 238 58
350 257 53
420 255 94
15 64 22
38 187 83
383 464 47
205 123 32
199 147 72
285 374 21
199 476 25
277 47 52
69 284 21
268 169 97
366 80 35
2 358 9
217 439 75
127 220 49
145 127 89
339 421 45
0 65 30
346 492 11
463 316 66
482 470 52
294 455 10
306 274 48
284 36 5
183 421 57
186 385 44
193 400 89
441 155 20
437 303 1
466 193 30
273 417 18
67 479 10
63 265 6
454 284 41
164 364 85
190 225 75
135 237 37
174 240 5
334 56 22
15 423 100
107 79 27
475 324 96
244 306 80
198 493 51
341 196 8
287 493 69
258 73 64
298 144 6
159 363 17
425 152 37
95 330 82
75 208 60
227 28 43
80 336 55
264 472 72
270 191 95
21 268 19
145 248 8
429 304 58
189 452 55
187 333 12
411 255 61
423 150 34
438 82 95
255 442 21
169 425 41
204 198 23
7 295 9
17 481 42
354 331 7
176 355 94
182 348 63
496 479 47
69 172 32
111 238 61
159 343 77
77 276 44
104 80 38
161 148 4
393 399 70
479 126 63
449 209 76
115 385 15
288 268 3
259 2 7
413 342 41
210 458 73
421 313 69
302 181 8
359 123 70
461 330 46
211 75 98
486 177 49
116 144 53
0 174 87
454 323 4
113 492 96
474 367 67
185 146 22
85 349 76
129 98 18
248 414 97
120 453 39
413 166 67
145 418 84
129 398 83
365 284 62
426 151 82
129 178 64
5 293 20
268 448 52
97 156 25
394 341 90
62 281 37
332 273 99
470 208 1
134 314 34
373 235 80
401 353 8
8 143 69
229 275 33
352 421 77
148 389 85
489 307 1
285 168 57
396 239 64
213 380 28
286 238 61
344 122 75
56 299 30
174 433 87
81 302 38
305 89 45
133 417 14
21 350 57
312 117 79
308 490 5
472 158 64
186 145 80
499 159 5
329 150 24
356 386 84
436 221 42
70 398 56
247 180 61
484 410 37
112 96 15
362 335 60
429 391 38
89 318 53
144 116 21
433 130 95
462 395 41
441 355 70
450 246 85
257 36 36
287 302 94
135 441 54
34 249 52
273 313 46
21 339 25
371 359 49
68 364 100
341 105 55
324 428 10
246 460 19
2 61 85
435 315 9
165 108 86
87 449 40
91 198 21
60 347 24
36 192 2
425 217 27
348 8 90
323 448 80
489 286 95
176 150 54
411 286 93
222 206 51
314 19 90
240 405 22
245 30 18
82 84 36
171 164 58
68 309 1
124 240 41
13 55 22
499 52 49
15 475 31
212 104 51
398 207 23
171 280 34
441 324 16
479 93 65
91 454 51
51 292 54
410 418 47
198 231 82
330 237 23
212 298 62
304 336 95
158 158 69
467 223 86
93 247 43
16 35 79
51 341 47
