500 2500
0 402 22
1 41 100
294 19 1
207 150 9
452 274 34
274 329 41
255 213 10
19 142 85
114 209 58
167 429 40
297 289 91
376 276 17
392 300 11
377 120 75
197 415 70
217 262 42
422 111 64
352 54 43
435 26 94
240 215 54
490 357 48
382 388 45
227 308 24
233 392 46
14 102 32
89 74 7
129 162 84
175 39 35
31 88 7
194 90 27
50 447 98
460 16 25
180 198 12
486 181 71
271 200 48
267 485 60
187 411 87
147 27 22
350 200 77
332 43 90
404 267 88
158 23 19
105 124 88
24 267 77
43 87 53
386 305 2
236 215 62
136 428 37
279 65 89
222 214 84
412 234 19
149 336 92
119 207 87
85 389 30
497 143 38
374 7 17
75 439 88
68 91 96
483 268 65
429 400 76
257 56 84
29 392 44
62 219 60
491 405 49
125 197 70
244 262 95
64 240 62
170 280 18
110 146 97
169 280 54
21 70 72
28 78 77
329 287 92
455 90 70
45 302 47
270 41 51
311 208 1
121 255 94
412 153 35
271 274 73
21 456 43
496 260 6
28 20 50
467 498 23
495 266 18
201 172 12
65 285 25
303 180 16
83 381 52
443 273 30
160 227 58
9 307 77
477 89 91
195 235 38
301 178 75
102 275 41
244 399 63
268 112 8
395 123 59
81 12 73
282 242 42
45 478 68
451 349 65
145 230 28
477 459 79
165 321 68
33 169 20
435 410 28
201 489 66
364 340 32
422 489 20
68 307 100
480 312 100
299 279 76
313 216 69
49 41 89
396 404 32
360 230 77
370 156 98
267 198 21
492 232 96
220 407 76
304 99 83
174 336 18
179 167 24
498 318 66
376 33 67
349 185 100
287 123 90
128 412 9
37 3 40
225 430 26
160 361 81
360 413 64
329 250 65
213 2 79
31 107 63
443 494 31
28 131 48
164 243 22
208 260 56
407 229 42
60 132 67
256 257 6
388 303 25
439 347 76
320 287 89
215 63 79
24 496 42
209 328 95
186 63 75
435 267 44
243 396 48
494 92 73
166 375 81
1 103 99
422 240 49
299 90 36
5 84 88
290 246 90
338 81 62
402 53 21
7 367 60
47 357 56
158 474 8
204 151 55
30 313 49
98 9 87
239 399 4
416 399 90
63 384 60
121 383 41
298 403 30
204 211 57
70 235 57
296 148 37
378 320 21
18 180 11
19 202 65
119 211 22
478 219 59
353 308 85
232 399 6
73 1 19
272 398 19
114 442 42
400 314 65
433 5 51
30 135 41
406 278 82
74 234 69
29 365 36
354 177 67
447 453 82
184 176 2
419 78 48
115 389 43
319 351 82
418 186 48
379 480 31
396 101 24
346 9 32
289 114 17
317 22 81
437 403 17
123 89 67
170 291 14
20 471 90
19 226 73
372 120 77
416 64 58
387 300 30
312 317 47
369 80 31
352 350 9
164 358 49
3 16 88
