1000 10000
446 349 90
377 893 17
786 456 13
539 190 91
355 260 76
326 237 70
374 767 92
793 814 89
98 79 11
253 650 96
62 229 17
801 733 22
729 231 88
346 412 84
824 753 80
20 574 93
824 121 86
871 818 71
928 423 93
589 626 36
898 427 1
977 997 48
643 811 75
537 79 4
200 437 27
187 530 12
384 912 1
324 395 59
917 83 49
727 387 22
265 276 39
421 851 3
972 519 90
126 280 52
351 840 41
974 337 84
929 435 48
600 341 75
849 808 92
523 69 79
344 397 38
333 76 39
317 19 49
716 16 10
622 935 8
784 118 72
646 826 59
885 567 82
322 198 99
881 473 98
593 992 42
857 951 10
945 998 93
544 293 50
408 311 75
917 390 95
47 946 44
691 957 48
535 181 68
654 331 7
122 176 66
896 604 50
936 726 33
279 84 74
486 677 33
917 74 58
94 742 96
354 9 76
270 663 9
44 21 82
939 171 35
13 872 14
557 863 86
302 822 13
277 196 34
677 227 7
592 15 87
441 885 74
57 267 10
920 997 4
646 295 4
921 160 82
980 473 16
233 781 24
206 483 88
629 708 72
859 319 14
502 987 67
881 560 24
130 843 36
795 355 27
808 501 9
96 289 30
302 364 17
320 778 70
542 462 39
718 763 86
150 488 75
275 323 42
261 991 99
603 872 14
132 313 33
622 320 20
80 408 85
79 437 98
301 793 19
454 254 44
718 796 52
282 118 75
590 612 51
672 905 49
109 902 22
908 11 81
342 831 83
365 864 79
56 549 80
816 988 25
211 236 67
573 368 62
778 677 66
643 395 85
137 82 96
688 477 85
690 548 95
93 871 59
306 129 32
489 892 42
140 95 64
386 533 63
461 328 20
531 255 61
922 490 56
14 808 45
455 770 76
461 69 56
465 727 63
966 239 36
440 689 49
113 248 29
88 474 49
325 895 41
427 117 53
704 189 9
394 841 45
273 474 92
562 402 69
300 418 66
958 353 90
436 972 10
733 327 16
719 299 8
469 682 74
251 453 84
325 27 5
705 637 82
753 964 98
333 435 55
156 429 21
905 600 26
544 11 60
359 31 9
358 820 28
979 889 14
110 81 98
653 247 98
278 869 4
912 553 30
303 803 42
817 228 87
576 717 11
952 547 80
387 365 33
795 706 74
36 537 41
411 525 99
185 815 77
21 71 24
662 40 19
922 381 10
574 965 37
194 459 21
595 761 35
365 873 70
202 115 42
170 811 80
17 761 8
483 766 3
739 578 85
625 663 65
584 486 8
832 13 28
941 854 33
54 139 29
145 493 35
253 238 64
155 699 76
352 377 16
141 77 97
657 488 98
255 814 12
947 747 7
673 446 74
985 966 85
611 463 51
736 472 83
377 669 67
848 688 51
770 989 20
778 606 88
216 811 47
588 762 54
621 863 1
344 352 94
942 936 15
486 3 97
445 570 95
299 32 21
628 954 94
581 661 26
228 74 7
639 787 43
41 278 96
234 452 14
721 446 2
730 709 65
993 738 78
68 34 21
477 18 52
582 789 52
185 252 66
302 180 15
409 499 69
186 516 12
946 848 33
803 406 72
924 647 51
260 650 50
606 383 35
572 571 80
496 27 84
557 955 93
738 294 85
570 487 3
518 731 81
839 519 7
881 799 8
60 824 61
454 218 70
923 667 85
934 799 70
975 862 24
709 939 7
834 304 56
673 921 14
903 916 36
614 895 73
255 658 64
346 738 9
300 637 87
125 515 55
229 910 40
796 765 34
374 114 54
808 650 82
728 484 81
453 231 13
222 186 60
265 121 21
151 674 8
763 79 97
597 221 59
401 149 72
554 699 27
168 38 23
213 584 84
176 71 7
407 119 48
963 566 18
945 672 39
349 669 8
631 815 95
654 185 15
393 107 3
95 943 74
324 149 38
683 316 92
539 599 75
539 371 100
680 751 96
896 976 3
839 240 12
891 3 35
123 696 33
138 730 99
461 28 30
467 860 27
750 804 9
772 10 13
35 46 56
626 944 74
392 286 20
854 697 58
967 142 19
542 488 98
46 731 80
121 390 11
954 95 30
925 184 43
281 53 6
659 392 44
543 197 82
992 681 69
786 173 36
748 954 63
906 125 62
542 552 37
497 552 61
469 48 50
591 966 87
564 335 64
821 978 95
830 592 84
902 695 32
874 478 88
953 165 88
598 761 59
990 686 42
363 12 18
96 121 97
500 679 57
3 790 71
563 425 14
389 163 96
543 101 93
855 493 11
692 24 83
40 17 78
690 997 15
415 305 75
300 946 71
283 370 31
207 589 17
436 68 95
165 254 98
31 953 14
610 37 16
666 269 51
315 534 3
585 642 73
627 34 17
198 637 59
134 516 70
646 190 24
92 484 64
771 832 85
771 759 70
945 560 36
471 943 7
269 749 30
719 170 36
110 978 2
438 936 42
768 769 31
386 357 65
537 625 85
52 792 53
342 80 85
617 270 13
624 406 51
170 228 3
465 295 87
317 113 76
983 945 43
92 710 67
971 721 51
311 312 36
259 975 81
89 359 46
665 398 32
263 39 88
7 96 58
420 852 95
4 443 29
26 339 64
359 759 49
140 76 97
274 677 43
840 884 84
84 154 44
341 906 82
234 756 97
972 628 14
324 353 97
522 795 19
992 682 28
507 330 19
124 732 20
659 462 54
624 664 49
601 696 47
260 227 7
398 709 38
360 500 21
963 503 39
19 211 70
281 115 95
27 249 74
419 622 84
522 477 47
907 747 46
289 653 57
544 521 11
535 671 69
684 356 79
90 945 25
67 926 86
227 509 37
478 617 87
633 857 87
296 390 22
86 650 87
172 514 58
300 619 56
418 62 11
275 71 66
785 558 43
766 573 87
323 443 54
99 471 12
591 190 38
353 968 44
202 486 80
412 343 7
693 270 8
33 70 9
157 798 29
976 719 50
566 511 96
833 813 3
334 600 74
408 836 67
772 464 74
403 599 28
154 802 32
862 496 28
603 784 51
177 242 26
384 243 12
909 181 83
530 248 79
309 336 11
327 234 96
627 234 13
935 291 18
51 142 12
449 491 94
909 919 22
378 151 44
555 537 61
704 646 14
515 96 77
226 352 45
556 460 51
666 317 80
20 859 12
541 895 95
366 700 96
160 603 96
120 792 35
877 476 88
665 239 97
39 54 85
590 247 15
26 312 87
258 285 42
950 264 91
314 263 34
361 525 80
55 356 92
265 959 42
321 560 90
424 451 93
263 236 35
230 695 58
601 779 5
896 637 66
281 421 15
372 588 62
834 18 2
589 971 40
634 628 29
822 886 95
819 704 8
280 159 6
231 426 30
725 720 57
926 474 86
326 776 41
208 966 92
532 561 90
366 883 66
337 318 26
158 726 30
723 497 56
969 81 47
602 459 82
579 924 71
21 215 61
624 706 63
660 577 37
155 205 72
528 266 19
425 280 59
858 679 26
375 366 99
529 298 95
556 307 73
259 213 54
237 454 16
704 104 89
764 662 81
26 921 77
836 700 14
53 581 82
84 667 46
414 798 30
291 869 38
756 436 97
528 5 14
986 940 41
486 421 36
487 986 73
673 639 89
125 441 47
775 699 45
384 250 85
574 963 22
901 41 28
884 0 8
76 338 5
890 859 8
810 83 72
841 297 37
833 346 30
510 903 36
170 98 54
580 390 34
0 696 88
505 502 51
46 561 60
280 942 24
406 848 99
181 586 34
406 449 87
157 469 43
715 756 85
206 503 76
497 49 32
656 512 56
839 659 57
613 568 7
296 603 67
552 59 97
877 840 40
236 260 3
56 383 67
520 649 86
514 378 93
925 933 11
772 126 63
367 570 25
540 499 7
7 608 19
229 11 79
160 809 41
88 495 5
384 374 20
400 394 41
212 980 11
971 80 67
720 894 2
730 85 16
328 629 12
98 951 57
220 202 23
8 615 45
629 215 30
37 213 29
160 854 30
755 675 82
167 221 96
944 785 70
499 713 46
799 864 88
676 396 72
404 869 20
369 583 64
49 641 40
659 764 4
177 474 62
242 118 60
134 790 28
953 853 28
470 908 85
499 600 85
17 669 81
464 682 54
968 413 66
816 43 32
708 924 31
452 726 44
795 744 43
86 520 85
447 167 82
791 137 10
858 195 19
243 486 58
799 667 15
190 814 78
461 199 53
170 451 12
532 927 2
801 826 98
143 548 90
660 529 33
433 260 81
594 862 24
293 945 52
25 133 26
28 444 62
85 770 90
903 391 37
50 443 42
302 524 87
455 599 86
236 304 31
669 301 45
910 727 55
980 524 38
244 476 3
22 664 34
387 674 19
386 273 6
448 700 26
681 278 57
444 256 51
622 894 24
208 951 27
362 608 97
866 31 33
928 215 40
482 688 7
849 64 92
157 124 61
226 433 13
305 990 43
753 622 98
544 993 14
620 535 5
205 800 91
878 784 98
49 649 77
796 573 32
67 522 55
156 611 21
528 691 77
682 971 56
162 81 11
539 316 29
656 192 34
162 356 26
930 436 46
561 139 19
437 639 23
962 492 54
426 730 3
911 958 88
672 628 2
245 395 25
733 413 75
784 848 61
899 700 99
120 790 5
559 541 38
14 703 85
605 269 76
103 540 89
818 605 85
444 554 3
791 444 41
635 438 42
214 258 98
710 636 41
552 455 94
149 642 11
749 616 16
445 492 30
582 894 33
335 798 12
599 86 31
425 32 59
716 726 43
963 79 39
8 222 77
323 573 58
498 962 35
36 981 53
311 257 44
890 698 87
340 742 54
413 993 75
379 889 83
65 330 65
886 269 57
938 159 37
458 851 77
388 215 43
384 501 68
988 987 69
216 212 70
145 954 98
673 852 21
807 770 91
971 952 82
778 365 77
34 443 46
524 625 75
26 463 72
68 106 48
450 950 82
799 548 44
277 67 12
294 993 28
478 449 51
972 499 84
166 179 37
161 128 13
763 937 38
638 702 47
673 307 41
211 243 100
720 20 88
644 373 56
147 395 24
794 645 63
24 244 16
497 781 51
295 691 56
11 949 50
345 25 88
119 360 96
967 45 97
969 225 30
328 709 100
234 592 42
60 83 51
460 474 52
324 334 69
711 263 74
639 749 72
357 609 52
618 106 43
506 917 97
24 707 53
215 895 98
297 918 34
418 795 44
549 996 56
479 639 18
578 918 24
459 595 100
722 269 49
448 0 87
408 892 15
670 987 67
209 332 38
403 270 20
662 311 72
801 165 20
959 952 100
231 561 52
724 638 68
728 232 7
469 467 58
367 58 29
490 791 53
556 752 89
893 245 66
4 937 47
449 664 24
