20 100
13 9 43
6 16 17
14 17 54
17 18 73
7 13 62
2 2 85
1 19 2
0 3 42
5 11 9
1 5 47
11 3 57
2 17 2
1 1 48
18 7 57
3 9 20
13 4 15
16 10 83
15 7 62
12 2 31
17 13 61
16 4 84
3 19 83
18 6 95
19 16 50
0 2 1
10 1 63
5 8 56
3 12 38
0 7 9
0 12 10
1 7 12
9 9 40
17 4 57
17 0 49
2 7 29
1 5 74
11 1 87
0 12 32
16 15 20
13 8 56
18 11 75
19 5 93
0 13 48
3 18 55
16 16 16
16 7 82
14 13 11
1 19 23
4 14 6
0 13 95
9 8 47
11 12 75
4 19 96
13 16 82
19 9 96
5 4 72
19 14 81
2 17 36
13 2 25
9 3 30
12 15 38
11 19 6
14 17 15
14 16 32
4 14 94
18 18 13
2 10 16
14 4 59
11 3 14
9 5 59
16 1 89
12 11 69
16 7 44
13 8 29
9 13 50
11 15 100
10 9 38
18 5 61
17 10 71
4 12 54
6 2 42
6 15 77
14 18 78
16 18 51
17 16 76
2 4 7
3 3 41
18 8 14
9 7 93
3 0 77
10 14 9
9 14 87
2 16 21
10 12 74
19 19 17
8 7 57
6 1 63
2 1 37
9 13 51
12 15 62
