60 300
13 34 99
34 53 79
11 45 65
29 2 30
21 59 99
13 11 36
40 17 8
58 4 24
38 29 91
37 21 74
58 7 20
39 38 46
19 1 58
0 7 15
47 38 1
33 24 3
52 18 52
6 37 19
32 14 5
42 58 40
54 38 50
17 21 65
12 2 37
14 3 32
1 9 67
17 12 12
18 56 58
50 53 72
39 10 65
19 54 59
58 56 94
55 6 71
35 7 20
45 56 38
39 30 82
50 54 94
52 1 21
25 54 91
51 53 77
30 51 85
41 10 75
9 1 92
2 46 76
13 17 38
16 35 85
1 25 12
59 9 33
48 11 76
14 51 2
47 13 3
43 13 65
34 38 22
33 15 2
21 32 64
42 44 81
27 2 11
16 38 25
3 24 67
45 38 46
40 28 17
28 31 77
25 18 52
45 30 66
54 18 32
58 0 54
5 25 10
30 14 73
14 59 12
33 24 44
8 27 62
44 41 51
52 6 41
25 9 34
58 48 27
28 33 31
46 14 84
38 24 3
25 31 6
39 31 71
53 9 13
0 0 7
41 22 44
3 21 67
1 44 7
39 26 47
41 50 9
38 13 64
3 34 100
25 1 42
14 24 35
33 54 88
9 49 41
11 16 63
18 58 89
7 33 86
58 45 89
35 28 48
4 20 4
57 23 80
24 25 77
7 0 83
27 4 43
46 29 83
54 51 74
55 16 89
16 52 72
43 56 47
29 26 93
26 9 18
4 29 16
42 10 65
47 46 31
6 14 12
34 48 63
53 53 56
46 15 86
46 31 89
47 29 23
2 53 39
25 58 64
10 30 85
57 17 66
43 3 55
18 47 26
38 43 95
46 55 56
35 17 66
16 19 10
7 52 57
19 49 28
42 54 68
42 27 29
44 59 75
41 58 46
14 38 20
9 29 57
54 53 63
20 30 92
7 11 38
27 8 73
50 30 27
41 49 94
43 29 20
25 38 20
37 30 85
46 29 47
4 46 55
0 15 11
49 0 97
29 52 87
42 12 94
2 49 99
17 40 31
38 14 64
5 3 68
4 2 31
36 25 64
45 2 47
5 49 67
47 53 8
19 18 76
48 17 10
58 22 58
14 56 48
32 17 55
39 59 1
40 52 72
34 49 87
0 32 21
22 54 18
6 38 55
35 8 11
37 2 28
23 7 67
33 28 28
0 2 84
46 26 72
38 14 66
35 6 55
1 35 77
54 23 41
51 34 48
7 47 95
24 23 42
30 24 23
6 57 98
5 44 96
33 13 7
53 47 47
39 41 25
28 59 67
40 32 69
1 22 22
26 17 90
46 46 32
58 14 12
13 8 36
36 41 18
31 5 88
26 45 93
27 24 83
51 10 25
37 30 85
56 31 96
39 15 82
1 23 52
25 18 71
37 44 25
51 37 28
44 26 97
39 1 53
7 11 36
38 37 57
44 27 44
30 8 86
48 34 61
15 27 73
32 4 11
40 28 62
58 4 50
51 41 41
5 41 13
15 47 77
43 59 55
2 22 80
11 23 52
40 11 21
52 15 90
0 30 99
22 33 81
30 20 54
15 55 51
48 25 86
33 55 74
45 24 52
32 38 60
10 55 27
32 53 98
14 38 37
11 28 68
22 52 98
44 56 91
18 40 47
44 24 23
31 11 51
29 36 72
47 49 85
48 56 39
1 30 94
31 6 23
27 10 43
58 2 16
30 0 7
47 32 43
38 17 88
50 48 77
25 45 40
39 21 8
44 24 18
17 23 29
20 17 73
51 22 47
40 55 60
52 57 10
14 9 29
32 39 39
24 53 24
31 43 34
11 15 67
7 37 82
47 57 64
30 0 96
38 46 40
45 48 25
13 25 93
26 57 80
40 39 59
47 45 99
7 48 4
24 30 52
15 12 99
22 38 44
36 6 69
50 32 75
28 57 50
56 44 97
48 32 12
27 41 9
55 33 97
34 26 22
58 3 40
33 8 2
3 32 91
34 32 34
10 38 26
45 5 20
30 33 75
37 39 75
15 47 11
58 9 86
