100 200
4 71 91
85 41 17
86 18 6
1 78 27
52 81 36
28 84 73
84 69 60
73 10 8
81 71 43
90 48 13
54 14 78
40 41 6
30 20 17
74 27 80
56 72 42
96 58 40
24 95 24
47 97 29
14 21 68
97 25 99
9 54 25
61 28 52
78 30 22
44 84 13
74 16 45
59 27 43
83 53 51
33 53 27
65 26 50
61 51 98
79 47 17
63 99 90
6 54 91
40 49 56
3 39 72
41 18 70
56 41 66
65 70 88
46 47 24
23 22 10
44 16 40
53 33 71
25 82 58
58 95 73
39 80 48
98 29 65
91 43 23
91 1 17
13 16 20
18 64 75
31 73 1
17 7 9
59 65 5
28 93 31
40 61 59
58 95 51
69 25 56
24 46 75
63 66 94
31 67 71
99 33 82
5 8 15
63 6 88
51 25 73
23 52 83
24 90 99
94 82 48
25 15 20
27 92 9
9 28 54
49 72 65
82 26 74
40 73 81
18 92 34
9 53 21
9 38 78
12 64 31
93 20 19
99 17 92
5 42 74
20 8 100
48 87 98
81 43 36
96 73 5
74 25 19
18 71 20
69 77 42
89 72 3
36 29 49
39 69 80
96 1 95
13 92 39
19 80 69
44 11 21
40 97 17
89 94 86
5 72 78
94 63 66
94 31 6
28 27 85
31 10 4
6 56 54
62 24 50
81 45 83
60 27 39
98 39 14
45 50 64
80 66 22
30 35 92
75 3 80
43 16 25
13 89 74
57 72 85
35 76 17
64 84 9
96 35 49
89 34 14
74 52 78
30 66 80
30 98 12
93 93 91
29 54 33
65 39 56
97 27 10
16 29 78
17 69 16
61 47 65
47 40 77
75 93 80
67 94 29
21 62 54
78 88 68
2 90 75
49 63 87
53 99 60
68 65 79
39 62 2
25 15 49
0 40 18
63 20 15
4 89 35
5 53 13
68 70 98
80 80 59
27 4 98
11 13 26
78 85 39
64 52 3
30 56 97
45 7 9
5 13 44
20 59 13
15 41 56
69 37 78
95 58 2
83 21 1
31 87 38
27 15 29
5 44 39
33 66 36
35 80 37
1 88 63
58 30 18
38 39 69
72 46 98
70 14 63
31 68 5
61 97 89
37 24 48
52 45 74
22 73 91
7 92 40
48 88 74
3 6 41
83 56 80
23 33 84
10 23 11
7 19 17
79 49 50
93 19 23
58 22 34
47 41 46
11 89 24
8 63 56
34 74 76
45 42 17
38 85 27
49 67 77
96 45 16
64 25 23
95 59 4
25 39 63
7 87 83
73 72 88
33 24 73
35 25 73
89 12 81
65 88 1
29 1 64
81 29 60
