500 2500
19 445 42
41 203 29
79 304 90
439 29 71
254 393 37
227 306 77
405 279 55
124 467 87
405 7 11
201 216 100
409 478 16
48 123 39
394 8 36
169 308 55
143 299 6
433 180 73
28 465 75
447 403 13
410 7 47
99 126 68
382 76 39
465 320 96
173 185 15
493 151 38
197 441 25
159 3 98
186 32 32
159 74 92
226 90 60
260 97 24
342 32 31
485 455 67
311 235 51
16 459 41
8 185 69
309 468 48
295 238 38
462 222 54
182 474 34
168 484 17
84 245 71
289 418 92
358 320 81
201 348 62
245 55 58
50 407 30
190 340 3
174 376 93
353 452 17
157 133 17
378 199 4
347 494 49
303 340 68
24 475 58
190 3 58
295 92 15
298 130 98
479 5 84
479 196 22
24 234 33
38 132 41
53 481 28
228 283 22
492 333 62
365 13 6
122 472 86
346 368 22
197 47 4
34 443 13
223 477 21
103 1 12
348 405 59
340 218 21
296 149 81
203 13 82
48 405 28
294 60 53
283 196 88
488 222 38
247 144 24
322 463 52
179 480 73
244 369 48
111 320 3
420 67 60
86 380 35
409 84 54
241 494 37
38 467 42
207 13 16
350 338 85
381 14 46
453 470 32
485 45 35
106 172 67
346 487 20
226 494 16
284 90 99
162 455 84
133 80 54
118 318 75
124 194 57
192 134 43
222 215 31
286 182 52
58 488 77
395 357 95
365 111 68
493 298 39
375 350 44
243 457 43
174 99 91
371 405 59
128 392 80
129 454 61
28 78 94
460 113 35
190 190 94
204 488 62
334 43 9
274 246 38
264 5 50
277 42 31
408 347 73
16 407 22
483 487 78
82 311 65
132 163 35
102 13 3
399 18 42
62 86 66
320 40 74
373 461 77
377 423 68
340 482 67
10 355 26
387 468 90
97 411 37
65 112 73
138 84 45
223 237 57
0 311 67
185 88 6
399 468 68
104 63 57
389 156 92
178 293 25
319 229 94
444 200 90
131 327 24
457 242 28
368 123 89
60 368 99
8 156 68
486 317 44
307 162 25
352 130 43
465 391 93
358 300 89
96 387 14
421 276 28
384 69 92
267 23 91
264 143 54
435 217 65
397 43 13
298 480 73
224 145 65
135 25 46
395 189 60
386 184 34
242 256 46
227 55 55
262 69 73
285 398 17
286 311 66
66 464 24
324 385 16
179 131 11
79 432 22
387 439 93
322 274 49
135 260 54
347 170 3
119 351 51
143 490 83
380 383 42
190 75 20
113 309 21
0 437 37
71 325 7
35 280 16
187 289 19
486 419 63
474 229 60
129 28 9
307 331 76
