1000 5000
694 858 47
997 766 46
129 638 73
114 190 69
684 908 58
122 595 63
729 955 45
411 415 77
146 569 18
113 260 44
145 263 57
586 651 52
113 722 23
820 470 69
579 509 19
195 109 60
726 392 18
979 231 82
263 360 61
487 375 60
605 463 70
437 332 39
320 50 36
497 841 71
484 301 99
790 868 54
632 161 38
182 831 38
403 997 93
88 201 6
884 890 55
968 249 84
545 584 34
332 97 4
449 308 79
701 534 39
729 247 95
313 953 18
20 708 35
750 986 82
618 920 14
950 347 25
247 788 59
464 732 84
647 335 69
994 9 7
818 271 63
3 953 20
613 507 73
920 683 18
236 875 56
830 114 66
68 553 67
852 934 55
811 511 80
257 153 82
829 372 95
160 489 11
467 884 69
434 622 77
113 479 8
589 265 96
574 85 13
217 407 75
74 434 72
656 837 5
972 854 58
763 383 100
186 389 4
113 533 57
837 679 69
625 384 70
235 976 98
112 627 35
496 103 38
677 428 25
41 541 31
350 472 56
865 6 55
622 278 33
279 834 14
36 977 2
456 642 74
473 356 72
988 945 27
627 894 60
707 671 94
131 564 50
567 299 96
282 64 49
977 136 19
64 84 44
234 100 41
504 712 59
215 528 32
992 999 69
941 647 92
811 261 58
509 68 25
106 456 69
474 684 30
139 658 94
610 437 34
815 530 23
416 788 25
29 854 13
251 302 28
507 156 3
458 592 84
602 460 55
630 988 46
242 345 67
273 504 88
417 34 85
930 861 54
477 391 80
526 220 59
160 177 2
817 568 77
470 465 50
761 427 66
577 813 66
23 722 74
552 91 10
807 785 10
972 55 82
852 519 71
394 981 40
269 717 91
743 237 10
676 984 60
131 7 78
67 872 87
354 803 81
731 65 29
425 490 10
613 662 49
492 36 34
677 978 71
784 418 7
472 597 46
833 367 83
158 256 94
425 410 77
218 124 96
825 271 47
878 804 41
357 510 76
873 927 91
267 534 78
423 880 44
752 985 55
788 794 83
511 444 98
13 248 10
847 75 40
509 912 45
968 953 29
351 200 99
237 484 79
557 972 45
923 412 93
448 200 6
27 125 2
454 23 39
69 477 49
714 14 60
443 228 17
504 494 95
34 477 100
205 158 55
640 100 11
178 402 66
363 909 51
91 315 35
310 604 50
946 94 14
232 22 79
463 94 60
6 937 95
857 893 21
894 64 10
487 719 21
234 564 15
23 656 11
618 926 31
588 291 21
469 691 27
129 729 17
284 942 29
586 178 90
539 19 33
695 585 15
488 585 66
543 504 19
413 549 88
768 580 83
924 312 85
70 203 28
745 842 56
916 503 46
829 549 4
311 497 65
888 441 47
166 950 3
920 590 5
659 642 32
351 426 32
126 21 59
902 955 21
232 727 58
870 642 90
234 302 27
474 780 77
213 822 85
164 788 60
935 472 11
953 368 38
893 581 19
544 973 75
965 326 73
572 135 35
414 903 87
493 429 39
931 375 79
308 0 77
523 668 1
237 715 57
241 167 21
740 156 4
695 59 96
571 866 80
538 754 52
834 225 61
447 601 74
868 62 13
869 759 29
217 692 22
94 363 73
379 54 15
643 868 6
445 491 52
574 326 27
743 143 87
652 741 67
863 812 96
551 666 23
597 948 48
784 541 81
136 890 100
968 123 42
347 59 61
366 275 31
395 576 35
50 392 78
69 281 10
870 991 95
154 41 58
924 317 86
884 471 21
801 888 31
922 529 2
86 597 82
369 894 14
515 793 29
821 439 58
191 716 78
929 169 10
480 945 79
84 685 85
234 176 79
760 773 25
856 852 73
254 255 100
780 836 36
859 192 45
586 397 93
234 348 1
588 941 93
581 277 29
108 574 88
458 16 1
582 457 78
845 439 82
327 265 9
215 744 33
151 950 19
922 510 57
887 99 96
694 97 18
989 877 99
955 305 9
266 41 17
773 999 16
447 67 45
678 566 23
724 939 73
651 508 44
236 387 91
445 339 84
607 961 16
585 325 14
265 264 16
372 63 88
935 210 60
205 400 34
887 867 9
606 530 6
307 306 29
949 648 71
838 721 62
895 311 51
940 562 69
54 412 69
837 45 59
162 9 14
985 580 78
42 904 17
654 806 17
448 460 48
986 854 93
540 919 55
700 771 4
804 379 92
787 630 92
773 157 60
479 880 28
232 309 82
405 544 4
929 134 45
605 22 92
824 685 22
634 757 61
171 396 32
666 431 33
440 609 98
192 169 14
195 674 83
419 462 50
958 774 46
290 305 12
553 897 52
422 357 100
568 929 45
978 390 75
176 192 49
64 959 44
905 717 95
672 916 66
574 45 26
891 495 57
273 295 20
546 717 77
126 873 63
293 607 73
466 628 76
367 146 10
3 850 3
719 590 41
101 908 63
